CREATED,BIC NUMBER,ACCOUNT NAME,CITY,STATE,MARKET,APPLICATION TYPE
08/23/2019,HPM-63,MEAT INNOVATIONS INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/30/2018,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/06/2019,HPM-50,WESTERN WHOLESALE MEATS INC.,SPARTA,NJ,Hunts Point Meat Market,Public Wholesale Market
06/13/2019,BMM-19,"E & G FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
10/29/2019,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/07/2018,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/03/2018,BMM-22,R&C BEEF & POULTRY INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/15/2017,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/31/2020,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/10/2017,HPM-19,MOUNTAIN STATES/ROSEN LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/07/2018,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/15/2019,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/30/2020,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/02/2020,GMM-487693,TCL TRADING INC.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
09/22/2020,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
05/25/2018,HPM-42,TONY'S FISH & SEAFOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/22/2017,HPM-11,"ENDICOTT MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/30/2018,HPM-49,KALIVIA FOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/19/2021,HPA-76,THE LOBSTER PLACE INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
01/12/2018,FFM-137,"FIVE STAR SEAFOOD, INC.",GLENWOOD,NJ,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/08/2018,HPA-24,MIRON PRODUCE INC,BROOKLYN,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/06/2019,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/07/2021,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/29/2019,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
05/28/2019,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/18/2018,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/09/2019,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
08/09/2017,FFM-143,FULTON CAF INC,BRONX,NY,Hunts Point New Fulton Fish Market,Market Business
07/24/2019,FFM-41,EMERALD SEA FOOD COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/22/2019,HPM-490849,"PALENQUE MEAT, CORP.",BRONX,NY,Hunts Point Meat Market,Market Business
04/12/2019,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/12/2019,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",WESTBURY,NY,Hunts Point Meat Market,Public Wholesale Market
10/22/2019,HPP-98,"TED GEORGALLAS TOMATO & PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/21/2020,HPA-476941,DOMINICK DORIA & SON WHOLESALE PRODUCE INC.,JERICHO,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/23/2019,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
10/02/2020,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
02/16/2018,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/17/2018,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/09/2018,HPA-492186,LOS POLINES PRODUCE CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/23/2020,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/25/2021,HPA-32,"HUNTS POINT FLOWER MARKET, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/01/2018,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/28/2021,BMM-4,"ORAZIO & SONS MEATS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/01/2017,HPA-155,SALANAR TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Market Business
03/12/2021,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
05/29/2020,HPP-485207,BERGEN PRODUCE LLC,BRICK,NJ,Hunts Point Produce Market,Public Wholesale Market
07/14/2017,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/13/2020,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/08/2017,HPP-25,"E. ARMATA, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/04/2018,HPP-94,YOLA FRUIT & PRODUCE DIST. INC.,GARDEN CITY,NY,Hunts Point Produce Market,Public Wholesale Market
09/18/2017,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/19/2017,HPP-142,FITZ & PAL FOOD CENTER LLC,BRONX,NY,Hunts Point Produce Market,Market Business
07/31/2019,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/22/2020,HPM-33,"NEBRASKALAND, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/20/2020,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
07/30/2018,FFM-41,EMERALD SEA FOOD COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/30/2020,HPM-19,"MOUNTAIN STATES ROSEN VEAL, LLC",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/08/2020,HPP-127,"LEELOI INDUSTRIES, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/01/2019,FFM-134,J & K SEAFOOD INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/07/2020,HPP-503222,BLAIR ABSOLUTE SOLUTIONS LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/24/2017,HPA-22,"JUST BAGELS MANUFACTURING, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/05/2021,HPP-157,SHARKEY'S TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/11/2019,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
07/04/2019,FFM-103,JMS SEASONAL SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/11/2018,HPP-169,R & I PRODUCE CORPORATION,BRONX,NY,Hunts Point Produce Market,Market Business
04/09/2020,GMM-5,GANSEVOORT MARKET COFFEE SHOP INC.,New York,NY,Gansevoort Meat Market,Market Business
08/29/2017,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/28/2019,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/30/2020,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/04/2017,HPP-490299,YOO DELIVERY SERVICE INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/24/2018,HPP-162,LD LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
06/19/2020,FFM-7,"BEYER LIGHTNING FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/07/2019,HPM-42,TONY'S FISH & SEAFOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/24/2018,HPP-157,SHARKEY'S TRUCKING CORP,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/08/2018,HPP-493942,AJ BUYING SERVICE INC.,HISKSVILLE,NY,Hunts Point Produce Market,Market Business
11/19/2018,GMM-12,"J.T. JOBBAGY, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
01/15/2020,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
08/20/2020,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/28/2017,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/14/2018,HPP-147,"BEST TROPICAL ISLAND, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/28/2021,BMM-19,"E & G FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/12/2019,HPP-99,TOP BANANA LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/03/2019,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/03/2018,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/25/2018,FFM-110,"G & G SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/21/2019,HPA-483494,US FRESH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/02/2017,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/24/2020,HPA-12,ASSOCIATED PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/06/2019,HPA-486520,SA-MF ENTERPRISES INC.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/26/2019,HPP-486574,"TITUS BUYING SERVICE, INC.",ROSLYN HEIGHTS,NY,Hunts Point Produce Market,Market Business
02/10/2021,BMM-4,"ORAZIO & SONS MEATS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/10/2018,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
05/06/2020,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/20/2017,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/12/2018,HPA-38,"CARIVE IMPORTS, INC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/11/2019,FFM-100,"FAIR FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/20/2018,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/22/2019,HPP-169,R & I PRODUCE CORPORATION,BRONX,NY,Hunts Point Produce Market,Market Business
02/12/2021,FFM-4,CLEARWATER FISH COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/07/2019,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/19/2018,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
03/29/2018,HPM-491193,"FRIENDLY FOOD PROVISIONS, INC.",BAYSIDE,NY,Hunts Point Meat Market,Public Wholesale Market
07/09/2020,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/17/2018,HPA-12,ASSOCIATED PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/17/2018,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
12/11/2018,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/02/2020,HPA-60,SNOW FRESH FOODS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/15/2021,HPM-490849,"PALENQUE MEAT, CORP.",BRONX,NY,Hunts Point Meat Market,Market Business
04/02/2018,GMM-5,GANSEVOORT MARKET COFFEE SHOP INC.,New York,NY,Gansevoort Meat Market,Market Business
10/12/2018,HPA-20,GURUM CORPORATION,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/26/2020,HPP-490709,"D&J PRODUCE BROKERS, LLC",NEW HAVEN,CT,Hunts Point Produce Market,Market Business
04/02/2018,HPA-486520,"SA-MF ENTERPRISES, INC.",Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/06/2018,HPP-94,YOLA FRUIT & PRODUCE DIST. INC.,GARDEN CITY,NY,Hunts Point Produce Market,Public Wholesale Market
09/14/2020,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/30/2017,HPP-23,"D'ARRIGO BROS. CO. OF NEW YORK, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/20/2019,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/22/2020,HPA-483494,US FRESH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/07/2019,HPP-476284,SOUTH SIDE GOURMET CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/26/2017,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
12/10/2019,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/22/2019,BMM-8,"KING SOLOMON FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
03/07/2019,HPM-489580,GROW AND BEHOLD FOODS LLC,ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
12/18/2017,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
11/30/2018,HPP-485235,ABRAHAM PRODUCE CORP,LITTLE NECK,NY,Hunts Point Produce Market,Public Wholesale Market
06/11/2020,FFM-493912,"UNITED NATURAL FOODS, INC.",MONTGOMERY,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/01/2018,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
09/27/2019,HPA-497878,TARTUCORP USA LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/06/2018,HPP-162,LD LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
03/20/2019,FFM-109,M. SLAVIN & SONS LTD.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/12/2021,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/22/2018,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/13/2017,FFM-37,"CALEB HALEY & CO., LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/30/2018,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
01/07/2020,HPP-170,PAUL MATTIE,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/16/2018,BMM-16,"LANCASTER QUALITY PORK, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/05/2020,FFM-13,"JOE MONANI FISH COMPANY, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/16/2017,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/13/2017,HPA-71,MR. G INTERNATIONAL PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/22/2018,HPP-160,LANCE KRAVIS,COMMACK,NY,Hunts Point Produce Market,Market Business
06/05/2017,GMM-8,INTERSTATE FOODS INC.,BRONX,NY,Gansevoort Meat Market,Public Wholesale Market
01/09/2019,BMM-8,"KING SOLOMON FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/12/2018,HPP-78,PAUL STEINBERG ASSOCIATES INC.,BRONX,NY,Hunts Point Produce Market,Market Business
06/19/2018,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/02/2017,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
04/12/2018,HPP-170,PAUL MATTIE,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/19/2021,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/05/2018,HPP-157,SHARKEY'S TRUCKING CORP,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/16/2020,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
04/09/2019,HPA-488113,VT PRODUCE INC.,VALLEY STREAM,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/07/2020,HPP-56,KATZMAN  BERRY CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/27/2018,HPM-480003,FINE FOODS WHOLESALE DISTRIBUTORS INC.,JAMAICA,NY,Hunts Point Meat Market,Public Wholesale Market
01/06/2021,HPA-503253,OCEANBOX WHOLESALE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/30/2021,HPP-42,"HENRY HAAS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/17/2020,HPA-36,DAIRYLAND USA CORPORATION,RIDGEFIELD,CT,Adjacent to Hunts Point Market,Public Wholesale Market
04/10/2018,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/26/2017,HPM-489580,GROW AND BEHOLD FOODS LLC,ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
05/04/2017,HPP-486574,"TITUS BUYING SERVICE, INC.",Roslyn Heights,NY,Hunts Point Produce Market,Market Business
05/07/2020,HPA-498613,GREEN FIELD PRODUCE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/04/2019,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/28/2019,HPP-494739,"ROMY'S PRODUCE, INC.",ELMONT,NY,Hunts Point Produce Market,Public Wholesale Market
04/04/2017,FFM-13,"JOE MONANI FISH COMPANY, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/11/2019,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
02/27/2018,HPA-18,BLUE STAR MEAT CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/18/2018,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
04/16/2019,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/31/2018,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/28/2020,HPM-63,MEAT INNOVATIONS INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/24/2020,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
09/12/2019,HPM-49,KALIVIA FOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/30/2017,HPM-19,MOUNTAIN STATES/ROSEN LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/07/2017,HPA-53,PSK AFRICAN MARKET INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/06/2018,HPA-490701,VAL'S OCEAN PACIFIC SEA FOOD INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
04/09/2019,BMM-5,"ALEX'S MEAT DISTRIBUTORS, CORP.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/31/2020,HPP-480238,"FADARO FANCY FOODS, CORP.",HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
06/16/2017,HPA-46,VICTORY FOODSERVICE DISTRIBUTORS CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/03/2019,HPA-486520,SA-MF ENTERPRISES INC.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/14/2020,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/06/2019,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/04/2019,HPP-160,LANCE KRAVIS,COMMACK,NY,Hunts Point Produce Market,Market Business
07/21/2017,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/14/2019,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
06/07/2017,FFM-25,SOUTH STREET SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/07/2019,HPP-149,EUGENE TRAPP,BRONX,NY,Hunts Point Produce Market,Market Business
05/31/2021,BMM-14,"CHOWS BROTHERS WHOLESALE MEAT CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/04/2017,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/17/2020,HPP-487184,CHOSEN VARIETY INC.,BRONX,NY,Hunts Point Produce Market,Market Business
12/10/2018,HPP-53,"J. RENELLA PRODUCE, INC.",POUND RIDGE,NY,Hunts Point Produce Market,Public Wholesale Market
09/24/2020,HPP-485304,JAMES PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/19/2018,HPP-490237,"A & Z TRUCKING, INC.",VAILS GATE,NY,Hunts Point Produce Market,Public Wholesale Market
03/29/2018,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/20/2017,HPP-56,KATZMAN  BERRY CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/12/2019,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
11/27/2018,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
01/05/2018,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/21/2018,HPA-55,LUCERO PRODUCE II CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/24/2020,HPA-498877,CASEIFICIO ITALIA CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/03/2019,HPM-491193,"FRIENDLY FOOD PROVISIONS, INC.",BAYSIDE,NY,Hunts Point Meat Market,Public Wholesale Market
06/26/2017,HPP-34,FRUITCO CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/17/2018,FFM-153,"PURE FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
02/06/2019,HPP-28,"FIERMAN PRODUCE EXCHANGE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/11/2017,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/18/2021,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
04/05/2017,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
01/17/2019,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/07/2017,FFM-153,"PURE FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
09/03/2019,FFM-136,"CAPTAIN BLUE, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/11/2019,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/31/2019,HPM-498083,"TOMOE FOOD SERVICES, INC.",HARRISON,NY,Hunts Point Meat Market,Public Wholesale Market
