animal_id,animal_type,primary_color,secondary_color,breed_group,animal_identity,age_now,age_long,tag_no,tag_type,vaccine
A600838,CAT,BLACK,WHITE,LONGHAIR,515746.0,1Y 10M,1 YEAR 10 MONTHS,L16-003449,LIC ALTERED,CHEROKEE
A584929,CAT,BLACK,,LONGHAIR,499885.0,2Y,2 YEARS,U16-006930,RABIES CERT,
A601984,DOG,BROWN,,SETTER/RETRIEVE,516897.0,8Y,8 YEARS,L17-044690,LIC 3Y,
A261685,DOG,WHITE,,POODLE,160171.0,19Y,19 YEARS,D09-040281,LIC ALTERED,GAILOR
A619579,DOG,BROWN,WHITE,MASTIFF,534304.0,1Y 1M,1 YEAR 1 MONTH,RAB170100,RABIES CERT,HIGHLANDS
A375548,DOG,SILVER,,POODLE,288120.0,9Y,9 YEARS,D09-049833,LIC ALTERED,JEFF
A280616,DOG,BLACK,,TERRIER,40529.0,12Y,12 YEARS,D08-019150,LIC ALTERED,
A593718,DOG,BLACK,BROWN,TOY,508643.0,2Y,2 YEARS,982000405825630,MICROCHIP,
A570195,DOG,WHITE,,TERRIER,485138.0,,NO AGE,L17-002786,LIC SR,
A522106,DOG,WHITE,BROWN,TOY,436896.0,,NO AGE,L16-002831,LIC ALTERED,SENECA
A530033,DOG,RED,,HOUND,444853.0,3Y,3 YEARS,L14-026803,LIC UNALTERED,LYNDON
A567059,DOG,BROWN,,TOY,481996.0,8Y,8 YEARS,L16-035234,LIC ALTERED,
A553459,DOG,,,TERRIER,468373.0,8Y,8 YEARS,L14-058103,LIC ALTERED,
A552908,DOG,BLACK,,MASTIFF,467820.0,4Y,4 YEARS,,,
A576814,DOG,WHITE,,TOY,491763.0,2Y,2 YEARS,RAB0140920,RABIES CERT,BANFIELD
A554837,DOG,TAN,,TOY,469754.0,5Y,5 YEARS,RAB103866,RAB VAC CERT.,GOOSECREEK
A608918,DOG,GOLD,,SETTER/RETRIEVE,523753.0,7Y,7 YEARS,985121006110637,MICROCHIP,
A616018,CAT,GRAY TABBY,WHITE,SHORTHAIR,530770.0,1Y 9M,1 YEAR 9 MONTHS,,,
A571943,DOG,CHOCOLATE,GREY,SPANIEL,486886.0,6Y,6 YEARS,U15-004132,RABIES CERT,
A626943,DOG,WHITE,,MIX,541649.0,8Y,8 YEARS,L17-007637,LIC 3Y,
A613543,CAT,ORANGE,WHITE,SHORTHAIR,528305.0,1Y 5M,1 YEAR 5 MONTHS,L17-040158,LIC ALTERED,AUDUBON
A626388,DOG,WHITE,,SETTER/RETRIEVE,541119.0,1Y 7M,1 YEAR 7 MONTHS,L17-011679,LIC ALTERED,
A607856,DOG,WHITE,BROWN,POODLE,522687.0,1Y 10M,1 YEAR 10 MONTHS,L17-003058,LIC ALTERED,
A579142,DOG,RED,WHITE,MASTIFF,494093.0,4Y,4 YEARS,985112006867944,MICROCHIP ADO,
A592441,CAT,WHITE,ORG TABBY,SHORTHAIR,507362.0,1Y 10M,1 YEAR 10 MONTHS,985112007782852,MICROCHIP ADO,
A582014,DOG,BLACK,,SETTER/RETRIEVE,496971.0,10Y,10 YEARS,L17-015162,LIC ALTERED,
A551394,DOG,BLACK,,TOY,466295.0,7Y,7 YEARS,L14-067078,LIC ALTERED,
A610697,DOG,BROWN,,SETTER/RETRIEVE,525507.0,1Y 4M,1 YEAR 4 MONTHS,RAB0145157,RABIES CERT,BANFIELD
A616528,DOG,UNKNOWN,,SPITZ,531281.0,,NO AGE,,,
A622796,CAT,WHITE,BRN TABBY,SHORTHAIR,537528.0,8M,8 MONTHS,985113001203048,MICROCHIP ADO,
A558329,CAT,BRN TABBY,,SHORTHAIR,473247.0,3Y,3 YEARS,985112004807794,MICROCHIP ADO,
A559334,CAT,GRAY,,SHORTHAIR,474252.0,,NO AGE,L15-044643,LIC ALTERED,
A485229,DOG,GRAY,BLACK,SHEPHERD,399781.0,8Y,8 YEARS,R16-3113,RAB VAC CERT.,MAS
A557571,DOG,GRAY,WHITE,COLLIE,472486.0,3Y,3 YEARS,L17-049659,LIC ALTERED,
A606282,CAT,CALICO,,SHORTHAIR,521133.0,1Y 10M,1 YEAR 10 MONTHS,,,
A631499,CAT,UNKNOWN,,SHORTHAIR,546121.0,,NO AGE,,,
A581071,DOG,GRAY,,SPITZ,496027.0,2Y,2 YEARS,956000004036584,MICROCHIP,
A617732,DOG,UNKNOWN,,SETTER/RETRIEVE,532490.0,,NO AGE,,,
A596500,DOG,WHITE,,SETTER/RETRIEVE,511424.0,3Y,3 YEARS,L17-013711,LIC ALTERED,
A582256,DOG,BLACK,WHITE,SETTER/RETRIEVE,497213.0,17Y,17 YEARS,,,
A575952,CAT,ORANGE,,SHORTHAIR,490900.0,8Y,8 YEARS,U15-44947,RAB VAC CERT.,SENECA
A609314,CAT,BLACK,WHITE,SHORTHAIR,524148.0,4Y,4 YEARS,L16-013072,LIC ALTERED,KHS
A604441,DOG,,,MASTIFF,519289.0,5Y,5 YEARS,L16-018365,LIC ALTERED,
A590235,CAT,CALICO,,SHORTHAIR,505149.0,1Y 10M,1 YEAR 10 MONTHS,,,
A603000,CAT,BLACK,,LONGHAIR,517903.0,17Y,17 YEARS,,,
A608468,DOG,BLACK,,SETTER/RETRIEVE,523303.0,1Y 8M,1 YEAR 8 MONTHS,,,
A565394,DOG,BLACK,,SETTER/RETRIEVE,480325.0,2Y,2 YEARS,985113000139034,MICROCHIP,
A461466,DOG,BLACK,WHITE,TOY,375680.0,7Y,7 YEARS,L16-006681,LIC SR,BARBOUR
A599794,DOG,BLACK,,MASTIFF,514698.0,4Y,4 YEARS,L16-008071,LIC ALTERED,LMAS
A570902,DOG,UNKNOWN,,,485845.0,,NO AGE,L17-014258,LIC ALTERED,
A576284,DOG,BLACK,TAN,MASTIFF,491233.0,2Y,2 YEARS,L15-028734,LIC SR,LMAS
A628384,DOG,BLACK,,POINTER,543033.0,4Y,4 YEARS,L17-008388,REJECT,
A628866,DOG,BLACK,TAN,COLLIE,543505.0,1Y 3M,1 YEAR 3 MONTHS,L17-009791,LIC ALTERED,LMAS
A550800,DOG,BR BRINDLE,WHITE,TOY,465695.0,7Y,7 YEARS,985121013204874,MICROCHIP,
A564734,DOG,BLACK,TAN,TOY,479663.0,2Y,2 YEARS,R15-44500,RABIES CERT,
A549813,DOG,BLACK,WHITE,SETTER/RETRIEVE,464707.0,8Y,8 YEARS,L15-015204,LIC ALTERED,DIXIE
A453520,DOG,BL BRINDLE,,MASTIFF,367618.0,8Y,8 YEARS,D13-027815,LIC ALTERED,DERBY
A604028,DOG,BLUE MERLE,,COLLIE,518913.0,6Y,6 YEARS,985121008683397,MICROCHIP,
A574242,CAT,UNKNOWN,,LONGHAIR,489187.0,,NO AGE,,,
A601111,CAT,BLACK,,SHORTHAIR,516020.0,2Y,2 YEARS,,,
A631637,DOG,WHITE,TAN,MASTIFF,546259.0,2Y,2 YEARS,,,
A583738,DOG,WHITE,,POODLE,498703.0,3Y,3 YEARS,985112003070820,MICROCHIP,
A560351,DOG,WHITE,BLACK,POINTER,475263.0,4Y,4 YEARS,L15-001650,LIC ALTERED,SNIP
A573878,CAT,BLACK,WHITE,SHORTHAIR,488822.0,2Y,2 YEARS,L15-050254,LIC ALTERED,LMAS
A552270,DOG,BR BRINDLE,,MASTIFF,467179.0,3Y,3 YEARS,L14-43501,LIC ALTERED,GRIMES
A574374,DOG,RED,GOLD,HOUND,489319.0,5Y,5 YEARS,L15-007146,LIC ALTERED,
A565159,DOG,BLACK,,SETTER/RETRIEVE,480090.0,9Y,9 YEARS,L15-004569,LIC ALTERED,
A576699,DOG,FAWN,,TOY,491648.0,9Y,9 YEARS,U15-005109,RABIES CERT,
A563382,CAT,TORTIE,MUTED,LONGHAIR,478308.0,12Y,12 YEARS,,,
A632137,DOG,BLUE,WHITE,MASTIFF,546761.0,2Y,2 YEARS,,,
A559464,DOG,WHITE,,SPITZ,474382.0,6Y,6 YEARS,985112005137031,MICROCHIP ADO,
A557077,CAT,BLACK,,SHORTHAIR,471990.0,3Y,3 YEARS,L15-001976,LIC ALTERED,
A561124,DOG,BLACK,,,476044.0,15Y,15 YEARS,U15-002815,RABIES CERT,
A632994,DOG,WHITE,,SPITZ,547618.0,12Y,12 YEARS,,,
A613244,DOG,BLACK,,MASTIFF,528011.0,1Y 10M,1 YEAR 10 MONTHS,,,
A130482,DOG,TRICOLOR,,SHEPHERD,133829.0,16Y,16 YEARS,M985121007701248,MICROCHIP,
A549280,GUINEA PIG,WHITE,BROWN,GUINEA PIG,464174.0,3Y,3 YEARS,,,
A575708,DOG,WHITE,GRAY,POODLE,490655.0,8Y,8 YEARS,985112003123175,MICROCHIP,
A629142,CAT,TORTIE,BRN TABBY,SHORTHAIR,543781.0,17W,17 WEEKS,985113001485851,MICROCHIP ADO,
A553461,CAT,GRAY,,SHORTHAIR,468375.0,5Y,5 YEARS,L15-011323,LIC ALTERED,
A531498,CAT,ORG TABBY,,SHORTHAIR,446323.0,5Y,5 YEARS,982000362927121,MICROCHIP,KHS
A603697,DOG,TAN,,TOY,518603.0,3Y,3 YEARS,L16-027310,LIC MULTIPLE,
A623441,CAT,BLACK,WHITE,SHORTHAIR,538171.0,1Y 1M,1 YEAR 1 MONTH,,,
A381636,DOG,BROWN,,COLLIE,294298.0,12Y,12 YEARS,D09-04841,LIC ALTERED,DAHLAM
A575122,DOG,YELLOW,,SETTER/RETRIEVE,490069.0,2Y,2 YEARS,985112004470697,MICROCHIP,
A593444,DOG,BLACK,WHITE,COLLIE,508367.0,3Y,3 YEARS,L17-003733,LIC ALTERED,
A532471,DOG,BROWN,,MASTIFF,447304.0,10Y,10 YEARS,L17-034962,LIC ALTERED,GOOSE CREE
A556206,DOG,WHITE,,SPITZ,471120.0,3Y,3 YEARS,L14-051426,LIC ALTERED,
A488137,DOG,WHITE,FAWN,TERRIER,402722.0,5Y,5 YEARS,L16-056004,LIC ALTERED,
A599301,DOG,TAN,,SHEPHERD,514205.0,9Y,9 YEARS,985112007691742,MICROCHIP,
A564063,DOG,TRICOLOR,,TERRIER,478989.0,4Y,4 YEARS,L15-018316,LIC ALTERED,
A566087,CAT,ORG TABBY,,SHORTHAIR,481021.0,3Y,3 YEARS,RAB9930119,RABIES CERT,BANFIELD
A553420,DOG,TAN,,HOUND,468334.0,11Y,11 YEARS,L10-012206,LIC ALTERED,
A223440,CAT,BLACK,,SHORTHAIR,266181.0,18Y,18 YEARS,C08-000813,LIC ALTERED,DR JOHNS
A441505,DOG,BLACK,TAN,TOY,355386.0,12Y,12 YEARS,3Y14-10607,LIC 3Y,SHIVELY
A537775,DOG,TAN,,TOY,452639.0,3Y,3 YEARS,L14-064543,LIC SR,DAVIS ANIM
A559441,DOG,TAN,,TOY,474359.0,4Y,4 YEARS,L15-012601VOID,LIC ALTERED,GAILOR
A573517,DOG,BLACK,WHITE,SETTER/RETRIEVE,488460.0,3Y,3 YEARS,985112006346113,MICROCHIP ADO,
A626796,DOG,BLACK,,MASTIFF,541509.0,7Y,7 YEARS,L17-000553,LIC ALTERED,
A601549,CAT,WHITE,GRAY,LONGHAIR,516460.0,7Y,7 YEARS,,,
A554668,DOG,WHITE,BLACK,TOY,469585.0,3Y,3 YEARS,L15-018826,LIC ALTERED,SHIVELY
A564186,DOG,BROWN,,TERRIER,479112.0,7Y,7 YEARS,L14-033360,LIC ALTERED,
A460712,DOG,BLACK,TAN,SHEPHERD,374914.0,7Y,7 YEARS,D11-048227,LIC ALTERED,CHEROKEE
A582376,DOG,TAN,,MASTIFF,497333.0,2Y,2 YEARS,L17-009784,LIC ALTERED,LMAS
A559716,DOG,BROWN,,TOY,474633.0,9Y,9 YEARS,U15-002282,RABIES CERT,
A492429,DOG,GOLD,,SETTER/RETRIEVE,407040.0,5Y,5 YEARS,L14-032030,LIC UNALTERED,SPRINGHURS
A574474,DOG,YELLOW,,SETTER/RETRIEVE,489419.0,8Y,8 YEARS,982000365091138,MICROCHIP,
A572838,DOG,WHITE,,SPITZ,487779.0,5Y,5 YEARS,L15-019010,LIC SR,KHS
A559111,DOG,TAN,,MASTIFF,474031.0,5Y,5 YEARS,985112003111631,MICROCHIP,
A608401,CAT,BRN TABBY,,SHORTHAIR,523236.0,1Y 8M,1 YEAR 8 MONTHS,985113000787740,MICROCHIP ADO,
A623951,DOG,ORANGE,WHITE,TOY,538672.0,5Y,5 YEARS,L17-014757,LIC ALTERED,
A592638,CAT,GRAY,,SHORTHAIR,507564.0,9Y,9 YEARS,L17-043713,LIC ALTERED,
A485786,DOG,TRICOLOR,,HOUND,400341.0,8Y,8 YEARS,D14-040641,LIC ALTERED,EAST LOU
A622857,CAT,BLACK,WHITE,SHORTHAIR,537589.0,8M,8 MONTHS,985113001202760,MICROCHIP ADO,
A202222,DOG,BLACK,,TOY,50235.0,16Y,16 YEARS,D13-012105,LIC ALTERED,
A627557,CAT,TORTIE,,SHORTHAIR,542227.0,3Y,3 YEARS,L17-009378,LIC ALTERED,MAS
A629469,DOG,WHITE,,TOY,544104.0,,NO AGE,L17-010848,LIC ALTERED,
A561522,CAT,GRAY,WHITE,SHORTHAIR,476443.0,15Y,15 YEARS,L15-002893,LIC 3Y,
A595470,CAT,ORG TABBY,,LONGHAIR,510372.0,,NO AGE,,,
A620342,DOG,UNKNOWN,,COLLIE,535071.0,,NO AGE,,,
A596639,CAT,GRAY,,LONGHAIR,511564.0,1Y 10M,1 YEAR 10 MONTHS,L17-038193,LIC ALTERED,
A597934,DOG,UNKNOWN,UNKNOWN,MASTIFF,512852.0,,NO AGE,,,
A630244,CAT,BRN TABBY,,SHORTHAIR,544876.0,7M,7 MONTHS,,,
A589376,DOG,BROWN,WHITE,HOUND,504295.0,2Y,2 YEARS,000364371015,MICROCHIP,
A557591,DOG,BR BRINDLE,WHITE,SIGHTHOUND,472506.0,6Y,6 YEARS,L15-006966,LIC ALTERED,
A590426,CAT,GRAY,WHITE,SHORTHAIR,505343.0,1Y 10M,1 YEAR 10 MONTHS,,,
A600498,CAT,TORTIE,,SHORTHAIR,515403.0,2Y,2 YEARS,985112008099479,MICROCHIP ADO,
A558266,DOG,BROWN,WHITE,TOY,473184.0,,NO AGE,,,
A432136,DOG,WHITE,TAN,POODLE,345835.0,7Y,7 YEARS,D11-047167,LIC SR,SHIVELY
A494960,DOG,BLACK,WHITE,MASTIFF,409587.0,6Y,6 YEARS,985112005672685,MICROCHIP ADO,MAS
A579938,CAT,GRAY,,SHORTHAIR,494890.0,8Y,8 YEARS,985112006867750,MICROCHIP ADO,
A615373,DOG,BROWN,WHITE,MASTIFF,530118.0,1Y 9M,1 YEAR 9 MONTHS,985113001006314,MICROCHIP ADO,LMAS
A515095,DOG,BR BRINDLE,WHITE,MASTIFF,429859.0,5Y,5 YEARS,985112005139182,MICROCHIP ADO,
A608241,DOG,TAN,,TOY,523075.0,11Y,11 YEARS,L16-013351,LIC ALTERED,
A578956,DOG,BROWN,WHITE,MASTIFF,493907.0,2Y,2 YEARS,985112006867415,MICROCHIP ADO,
A600702,DOG,WHITE,,MASTIFF,515610.0,1Y 9M,1 YEAR 9 MONTHS,L16-047276,LIC ALTERED,
A583684,CAT,BRN TABBY,,SHORTHAIR,498649.0,2Y,2 YEARS,U16-006659,RABIES CERT,
A604251,DOG,BUFF,,TERRIER,519111.0,6Y,6 YEARS,RAB9583181,RABIES CERT,BANFIELD
A562511,DOG,WHITE,,,477436.0,4Y,4 YEARS,L16-002950,LIC ALTERED,
A603124,CAT,GRAY,BLACK,SHORTHAIR,518027.0,2Y,2 YEARS,RAB9365212,RABIES CERT,BANFIELD
A583742,DOG,BLACK,,TOY,498707.0,2Y,2 YEARS,L16-020350,LIC ALTERED,
A606781,DOG,BLACK,WHITE,COLLIE,521635.0,2Y,2 YEARS,R16-3658,RAB VAC CERT.,LMAS
A623999,DOG,BL BRINDLE,,MASTIFF,538720.0,2Y,2 YEARS,,,
A580282,DOG,CHOCOLATE,,SETTER/RETRIEVE,495234.0,3Y,3 YEARS,L17-022768,LIC ALTERED,
A581561,DOG,BROWN,,COLLIE,496517.0,3Y,3 YEARS,L15-039875,LIC ALTERED,KHS
A479518,DOG,BLACK,,SPITZ,393944.0,9Y,9 YEARS,D13-039103,LIC ALTERED,GAILOR
A630744,DOG,TRICOLOR,,HOUND,545377.0,1Y 2M,1 YEAR 2 MONTHS,L17-014233,LIC ALTERED,
A616810,CAT,BRN TABBY,,SHORTHAIR,531563.0,7Y,7 YEARS,L17-018202,LIC ALTERED,
A344604,DOG,TRICOLOR,WHITE,HOUND,47378.0,11Y,11 YEARS,D10-013431,LIC ALTERED,DAVIS
A589791,CAT,BLACK,,SHORTHAIR,504710.0,1Y 9M,1 YEAR 9 MONTHS,,,
A576470,DOG,BR BRINDLE,WHITE,MASTIFF,491419.0,6Y,6 YEARS,L17-023588,LIC ALTERED,
A238878,DOG,RED,,TOY,86911.0,13Y,13 YEARS,D07-012514,LIC UNALTERED,WEST END
A568927,DOG,BLACK,BROWN,TOY,483869.0,9Y,9 YEARS,L15-061716,LIC UNALTERED,
A275951,DOG,RED,,TOY,257130.0,12Y,12 YEARS,L16-040270,LIC 3Y,
A578773,DOG,UNKNOWN,,TOY,493725.0,,NO AGE,,,
A567965,DOG,UNKNOWN,,,482905.0,,NO AGE,0A1161310E,MICROCHIP,
A555943,CAT,BRN TABBY,,SHORTHAIR,470855.0,5Y,5 YEARS,,,
A583620,DOG,TAN,WHITE,MASTIFF,498585.0,2Y,2 YEARS,L16-036518,LIC ALTERED,
A593234,CAT,BRN TABBY,,SHORTHAIR,508157.0,3Y,3 YEARS,,,
A609421,DOG,RED,,TOY,524255.0,1Y 11M,1 YEAR 11 MONTHS,L16-023092,LIC ALTERED,
A562067,DOG,BROWN,WHITE,MASTIFF,476993.0,3Y,3 YEARS,,,
A622587,DOG,BLACK,WHITE,TERRIER,537316.0,1Y,1 YEAR,L17-41272,LIC ALTERED,
A577648,DOG,CREAM,,MASTIFF,492600.0,14Y,14 YEARS,U15-45022,RAB VAC CERT.,SENECA
A594209,DOG,FAWN,,MASTIFF,509136.0,2Y,2 YEARS,985112007088052,MICROCHIP ADO,MAS
A602676,CAT,UNKNOWN,,SHORTHAIR,517579.0,,NO AGE,,,
A628418,CAT,,,SHORTHAIR,543061.0,,NO AGE,L17-048541,LIC ALTERED,
A550470,CAT,BRN TABBY,,SHORTHAIR,465365.0,4Y,4 YEARS,U14-43677,RAB VAC CERT.,SENECA
A609436,DOG,BLACK,BROWN,SETTER/RETRIEVE,524270.0,,NO AGE,,,
A555662,DOG,GOLD,,SETTER/RETRIEVE,470574.0,4Y,4 YEARS,L16-036828,LIC ALTERED,
A578106,DOG,UNKNOWN,,,493058.0,,NO AGE,L15-057962,LIC ALTERED,
A606517,DOG,BLACK,WHITE,SETTER/RETRIEVE,521370.0,1Y 11M,1 YEAR 11 MONTHS,L16-051000,LIC ALTERED,MAS
A562462,DOG,BROWN,,MASTIFF,477390.0,3Y,3 YEARS,985112006410577,MICROCHIP,
A564713,DOG,RED TICK,WHITE,SPITZ,479642.0,4Y,4 YEARS,L17-002052,LIC ALTERED,
A549372,CAT,BLACK,,LONGHAIR,464266.0,7Y,7 YEARS,L14-050732,LIC ALTERED,
A560169,CAT,WHITE,BRN TABBY,SHORTHAIR,475080.0,2Y,2 YEARS,,,
A516077,DOG,BLACK,WHITE,COLLIE,430843.0,4Y,4 YEARS,D14-015963,LIC ALTERED,KHS
A591145,DOG,BLACK,WHITE,COLLIE,506063.0,3Y,3 YEARS,985113000056655,MICROCHIP,
A564981,DOG,TAN,,TOY,479910.0,8Y,8 YEARS,R15-0970,RAB VAC CERT.,MAS
A578181,DOG,BLUE,,SETTER/RETRIEVE,493133.0,3Y,3 YEARS,L15-022056,LIC ALTERED,
A554323,DOG,BLACK,,TOY,469237.0,4Y,4 YEARS,L16-010693,LIC ALTERED,
A594852,DOG,TAN,WHITE,SPITZ,509744.0,2Y,2 YEARS,L16-040834,LIC ALTERED,
A629738,DOG,BROWN,,MASTIFF,544369.0,10M,10 MONTHS,L17-009357,LIC UNALTERED,ADAMS
A554529,DOG,WHITE,,TERRIER,469446.0,,NO AGE,104161,RAB VAC CERT.,GOOSECREEK
A570239,DOG,UNKNOWN,BROWN,MASTIFF,485182.0,,NO AGE,,,
A001732,DOG,WHITE,BLACK,TOY,160682.0,15Y,15 YEARS,D07-01417,LIC ALTERED,PETS PLUS
A624431,DOG,BROWN,,TOY,539154.0,7Y,7 YEARS,L17-046899,LIC ALTERED,
A557528,DOG,WHITE,,TERRIER,472443.0,4Y,4 YEARS,RAB44278,RAB VAC CERT.,SENECA
A567744,DOG,UNKNOWN,,SETTER/RETRIEVE,482683.0,,NO AGE,,,
A342164,DOG,BROWN,TRICOLOR,COLLIE,165984.0,10Y,10 YEARS,D10-045675,LIC UNALTERED,PEWEE
A569257,DOG,WHITE,,MASTIFF,484199.0,,NO AGE,,,
A386507,DOG,TAN,,SETTER/RETRIEVE,299242.0,9Y,9 YEARS,D12-019456,LIC ALTERED,DIXIE
A594469,DOG,TRICOLOR,,HOUND,509366.0,8Y,8 YEARS,L17-007102,LIC ALTERED,
A550581,DOG,TRICOLOR,,HOUND,465476.0,4Y,4 YEARS,985112005990935,MICROCHIP ADO,MAS
A566717,DOG,BLACK,BROWN,COLLIE,481652.0,10Y,10 YEARS,L15-054504,LIC ALTERED,METRO VETE
A555859,CAT,GRAY TABBY,,LONGHAIR,470771.0,,NO AGE,43309,RAB VAC CERT.,SENECA
A615931,DOG,BLACK,,SETTER/RETRIEVE,530683.0,1Y 9M,1 YEAR 9 MONTHS,L17-029599,LIC UNALTERED,
A582210,CAT,WHITE,GRAY,LONGHAIR,497167.0,4Y,4 YEARS,L16-049276,LIC ALTERED,LMAS
A606810,DOG,BLACK,WHITE,MASTIFF,521664.0,3Y,3 YEARS,L16-050530,LIC ALTERED,MAS
A261685,DOG,WHITE,,POODLE,160171.0,19Y,19 YEARS,L15-036806,LIC SR,
A554796,DOG,YELLOW,,SETTER/RETRIEVE,469713.0,9Y,9 YEARS,L17-034591,LIC ALTERED,
A000931,CAT,BLK TABBY,,SHORTHAIR,97279.0,13Y,13 YEARS,L15-041629,LIC ALTERED,GRIMES
A292284,DOG,BLACK,,SETTER/RETRIEVE,255598.0,9Y,9 YEARS,R16-2027,RAB VAC CERT.,MAS
A601534,DOG,BLUE,WHITE,MASTIFF,516445.0,2Y,2 YEARS,L17-028767,LIC ALTERED,DIXIE
A612414,DOG,BROWN,,TOY,527184.0,,NO AGE,L16-032566,LIC SR,
A560806,DOG,,,TOY,475726.0,12Y,12 YEARS,L15-033253,LIC ALTERED,
A597910,CAT,BLACK,,LONGHAIR,512828.0,16Y,16 YEARS,RAB9124258,RABIES CERT,BANFIELD
A623929,DOG,BLACK,,SETTER/RETRIEVE,538650.0,1Y 5M,1 YEAR 5 MONTHS,,,
A591824,DOG,BROWN,,TOY,506740.0,15Y,15 YEARS,L16-012011,LIC ALTERED,
A562846,DOG,TAN,WHITE,TOY,477771.0,4Y,4 YEARS,L15-038999,LIC ALTERED,WEST END
A562324,CAT,BLACK,,SHORTHAIR,477252.0,15Y,15 YEARS,U15-003018,RABIES CERT,
A583564,DOG,GRAY,,TOY,498529.0,,NO AGE,,,
A552115,DOG,BLACK,,HOUND,467023.0,,NO AGE,0A132D0A23,MICROCHIP,
A481323,DOG,WHITE,,TOY,395804.0,9Y,9 YEARS,D14-041340,LIC SR,GAILOR
A612334,DOG,TAN,,TOY,527110.0,,NO AGE,L17-027806,LIC 3Y,
A570051,CAT,BRN TABBY,,SHORTHAIR,484994.0,2Y,2 YEARS,985112006516587,MICROCHIP ADO,
A526278,DOG,TAN,WHITE,HOUND,441081.0,,NO AGE,L14-063458,LIC ALTERED,BLUECROSS
A606806,DOG,BROWN,WHITE,COLLIE,521660.0,10Y,10 YEARS,L17-017225,LIC ALTERED,
A567551,DOG,,,TOY,482490.0,11Y,11 YEARS,L16-030739,LIC ALTERED,BARDSTOWN
A549556,DOG,BROWN,WHITE,TERRIER,464450.0,3Y,3 YEARS,L15-065781,LIC ALTERED,JOHNSON
A556948,DOG,WHITE,BLACK,COLLIE,471861.0,4Y,4 YEARS,022302787,MICROCHIP,
A549285,DOG,WHITE,BLACK,HOUND,464179.0,4Y,4 YEARS,R15-1120,RAB VAC CERT.,MAS
A618352,DOG,BL BRINDLE,WHITE,TERRIER,533113.0,3Y,3 YEARS,985113001038677,MICROCHIP ADO,
A629379,DOG,BLACK,,COLLIE,544018.0,12Y,12 YEARS,L17-001920,LIC ALTERED,
A606475,DOG,BROWN,,HOUND,521328.0,3Y,3 YEARS,985112008498114,MICROCHIP ADO,MAS
A600768,DOG,CREAM,,SETTER/RETRIEVE,515676.0,2Y,2 YEARS,L16-015264,LIC ALTERED,BARBOUR
A567550,DOG,,,MASTIFF,482489.0,,NO AGE,L15-011271,LIC ALTERED,
A550658,CAT,BLACK,ORANGE,SHORTHAIR,465553.0,5Y,5 YEARS,985112004544083,MICROCHIP ADO,
A621352,DOG,BLACK,BROWN,COLLIE,536075.0,8M,8 MONTHS,L17-009603,LIC ALTERED,LMAS
A237129,CAT,CALICO,,SHORTHAIR,253728.0,13Y,13 YEARS,L14-050529,LIC ALTERED,
A595841,DOG,WHITE,,TERRIER,510762.0,8Y,8 YEARS,U16-008438,RABIES CERT,
A629930,DOG,BROWN,WHITE,TERRIER,544561.0,2Y,2 YEARS,L17-027143,LIC ALTERED,
A572783,DOG,ORANGE,WHITE,SPANIEL,487724.0,9Y,9 YEARS,L17-016059,LIC 3Y,SHILOH ANI
A626883,DOG,BLACK,,TOY,541592.0,5Y,5 YEARS,0A131B1D20,MICROCHIP,
A574292,DOG,BLACK,,TOY,489237.0,,NO AGE,52165,LIC ALTERED,AUBURNDALE
A627038,DOG,WHITE,,TERRIER,541726.0,,NO AGE,L17-002963,LIC ALTERED,
A459998,DOG,BLACK,WHITE,SPANIEL,374186.0,7Y,7 YEARS,D13-017450,LIC ALTERED,CHEROKEE
A593181,DOG,BLUE,WHITE,MASTIFF,508104.0,3Y,3 YEARS,L17-008202,LIC 3Y,
A596360,DOG,TAN,WHITE,HOUND,511276.0,2Y,2 YEARS,L16-007212,LIC ALTERED,
A551881,CAT,WHITE,,LONGHAIR,466789.0,,NO AGE,L15-000198,LIC ALTERED,
A549588,CAT,CALICO,,SHORTHAIR,464483.0,11Y,11 YEARS,L15-016435,LIC ALTERED,DR JOHNS
A622529,DOG,BROWN,WHITE,MASTIFF,537257.0,2Y,2 YEARS,985112007274864,MICROCHIP,
A576486,DOG,BROWN,BLACK,TOY,491435.0,2Y,2 YEARS,L15-4614,RABIES CERT,LMAS
A602894,DOG,UNKNOWN,,MASTIFF,517797.0,,NO AGE,,,
A598107,CAT,BLACK,WHITE,SHORTHAIR,513027.0,1Y 6M,1 YEAR 6 MONTHS,,,
A598724,DOG,BLACK,,SETTER/RETRIEVE,513638.0,7Y,7 YEARS,L16-004173,LIC ALTERED,SNIP
A571403,DOG,TRICOLOR,,SPANIEL,486346.0,6Y,6 YEARS,L17-029057,LIC ALTERED,
A524624,DOG,CHOCOLATE,WHITE,HOUND,439424.0,4Y,4 YEARS,985112001583608,MICROCHIP ADO,
A576394,DOG,BLACK,WHITE,TOY,491343.0,7Y,7 YEARS,R15-1232,RAB VAC CERT.,MAS
A619399,CAT,BLACK,,SHORTHAIR,534124.0,11M,11 MONTHS,L17-034937,LIC ALTERED,GOOSE CREE
A568506,DOG,YELLOW,,SETTER/RETRIEVE,483447.0,4Y,4 YEARS,981020009770609,MICROCHIP,
A595105,DOG,TAN,WHITE,MASTIFF,509999.0,5Y,5 YEARS,L16-045841,LIC ALTERED,SNIP
