Taxonomic_Serial_Numbers,Scientific_Names,English_Names,French_Names,Family_Scientific_Names,English_Species_Risk_Groups,French_Species_Risk_Groups
172419,Thunnus alalunga,Albacore,Germon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172419,Thunnus alalunga,Albacore Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172419,Thunnus alalunga,Tuna,Thon Germon Blanc,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172419,Thunnus alalunga,Tuna,Thon Germon Blanc,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172419,Thunnus alalunga,Albacore Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172423,Thunnus albacares,Tuna,Albacore,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172423,Thunnus albacares,Yellowfin Tuna,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172423,Thunnus albacares,Yellowfin,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172423,Thunnus albacares,Tuna,Albacore,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172423,Thunnus albacares,Yellowfin,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172423,Thunnus albacares,Yellowfin Tuna,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172427,Thunnus atlanticus,Tuna,Thon À Nageoires Noires,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172427,Thunnus atlanticus,Tuna,Thon À Nageoires Noires,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172427,Thunnus atlanticus,Blackfin Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172427,Thunnus atlanticus,Blackfin Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172431,Thunnus maccoyii,Tuna,Thon Rouge Du Sud,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172431,Thunnus maccoyii,Tuna,Thon Rouge Du Sud,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172431,Thunnus maccoyii,Southern Bluefin Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172431,Thunnus maccoyii,Southern Bluefin Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172428,Thunnus obesus,Bigeye Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172428,Thunnus obesus,Tuna,Thon Obèse,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172428,Thunnus obesus,Bigeye Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172428,Thunnus obesus,Tuna,Thon Obèse,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172422,Thunnus orientalis,Tuna,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172422,Thunnus orientalis,Tuna,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172422,Thunnus orientalis,Pacific Bluefin Tuna,Thon Rouge Du Pacifique,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172422,Thunnus orientalis,Oriental Tuna,Thon Rouge,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172422,Thunnus orientalis,Oriental Tuna,Thon Rouge,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172422,Thunnus orientalis,Bluefin Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172422,Thunnus orientalis,Bluefin Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172422,Thunnus orientalis,Pacific Bluefin Tuna,Thon Rouge Du Pacifique,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172421,Thunnus thynnus,Atlantic Bluefin Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172421,Thunnus thynnus,Atlantic Bluefin Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172421,Thunnus thynnus,Bluefin Tuna,Thon Rouge,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172421,Thunnus thynnus,Tuna,Thon Rouge Du Nord,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172421,Thunnus thynnus,Bluefin Tuna,Thon Rouge,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172421,Thunnus thynnus,Northern Bluefin Tuna,Thon Rouge De L'atlantique,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172421,Thunnus thynnus,Northern Bluefin Tuna,Thon Rouge De L'atlantique,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172421,Thunnus thynnus,Tuna,Thon Rouge Du Nord,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172430,Thunnus tonggol,Tuna,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172430,Thunnus tonggol,Tuna,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172430,Thunnus tonggol,Longtailed Tuna,Thon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172430,Thunnus tonggol,Tongol Tuna,Thon Mignon,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172430,Thunnus tonggol,Longtailed Tuna,Thon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172430,Thunnus tonggol,Tongol Tuna,Thon Mignon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
162016,Thymallus arcticus,Arctic Grayling,Ombre Arctique,Salmonidae,,
162022,Thymallus thymallus,Grayling,Ombre Commun,Salmonidae,,
172372,Thyrsites atun,Escolar,Escolier,Gempylidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172372,Thyrsites atun,Snake Mackerel,,Gempylidae,Subject to Histamine,Sujet à la production d'histamine
172372,Thyrsites atun,Snake Mackerel,,Gempylidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172372,Thyrsites atun,Escolar,Escolier,Gempylidae,Subject to Histamine,Sujet à la production d'histamine
163348,Tinca tinca,Tench,Tanche,Cyprinidae,,
557230,Todarodes pacificus,Squid,Encornet,Ommastrephidae,,
557230,Todarodes pacificus,Calamari,Calmar,Ommastrephidae,,
557230,Todarodes pacificus,Japanese Flying Squid,Toutenon japonais,Ommastrephidae,,
690193,Tor khudree,Katta,Katta,Cyprinidae,,
168716,Trachinotus blochii,Snubnose Pompano,Pompano lune,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168707,Trachinotus spp.,Pompano,Pompano,Carangidae,Subject to Histamine,Sujet à la production d'histamine
642012,Trachurus japonicus,Jack Mackerel,Chinchard,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168593,Trachurus picturatus,Jack Mackerel,Chinchard,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168586,Trachurus symmetricus,Pacific Jack Mackerel,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168586,Trachurus symmetricus,Jack Mackerel,Chinchard,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168586,Trachurus symmetricus,Horse Mackerel,Carangue Symétrique,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168586,Trachurus symmetricus,Scad,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168588,Trachurus trachurus,Horse Mackerel,Chinchard,Carangidae,Subject to Histamine,Sujet à la production d'histamine
551673,Trachysalambria curvirostris,Shrimp,Crevette,Penaeidae,,
80955,Tresus capax,Horse Clam,,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
80955,Tresus capax,Clam,Fausse-mactre,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
568382,Tresus nuttalli,Horse Clam,,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
568382,Tresus nuttalli,Clam,,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
172385,Trichiurus lepturus,Scabbardfish,,Trichiuridae,,
172385,Trichiurus lepturus,Cutlassfish,Sabre,Trichiuridae,,
172638,Trichogaster microlepis,Moonlight Gourami,Gourami clair de lune,Osphronemidae,,
172638,Trichogaster microlepis,Gourami,Gourami,Osphronemidae,,
172639,Trichogaster pectoralis,Snakeskin Gourami,Gourami,Osphronemidae,,
172634,Trichogaster trichopterus,Three-spot Gourami,Gourami à trois taches,Osphronemidae,,
172634,Trichogaster trichopterus,Gourami,Gourami,Osphronemidae,,
167046,Trigloporus lastoviza,Gurnard,Grondin,Triglidae,,
164755,Trisopterus luscus,Bib,Gode,Gadidae,,
164755,Trisopterus luscus,Pout,Tacaud,Gadidae,,
164755,Trisopterus luscus,Pouting,Tacaud Commun,Gadidae,,
164755,Trisopterus luscus,Whiting Pout,,Gadidae,,
164754,Trisopterus minutus,Poor Cod,Capelan De Méditerranée,Gadidae,,
165575,Tylosurus acus melanotus,,Orphie,Belonidae,,
165575,Tylosurus acus melanotus,Needlefish,Aiguille de Mer,Belonidae,,
165570,Tylosurus sp.,Needlefish,Orphie,Belonidae,,
169299,Umbrina canosai,Croaker,Ombrine,Sciaenidae,,
169303,Umbrina roncador,Croaker,Ombrine,Sciaenidae,,
169303,Umbrina roncador,Yellowfin Croaker,,Sciaenidae,,
169462,Upeneichthys spp.,Goatfish,Rouget-barbet,Mullidae,,
169462,Upeneichthys spp.,Red Mullet,,Mullidae,,
169439,Upeneus spp.,,,Mullidae,,
168746,Uraspis secunda,Cottonmouth Jack,Carangue Coton,Carangidae,Subject to Histamine,Sujet à la production d'histamine
164730,Urophycis chuss,Red Hake,Merluche Écureuil,Gadidae,,
164732,Urophycis tenuis,White Hake,Merluche Blanche,Gadidae,,
556152,Uroteuthis chinensis,Mitre Squid,Calmar Mitre,Loliginidae,,
556152,Uroteuthis chinensis,Squid,,Loliginidae,,
556152,Uroteuthis chinensis,Calamari,Calmar,Loliginidae,,
556098,Uroteuthis duvauceli,Squid,Calmar,Loliginidae,,
556351,Uroteuthis singhalensis,Squid,Calmar,Loliginidae,,
81477,Venerupis philippinarum,Clam,Palourde Japonaise,Veneridae,Subject to Marine Toxins,Sujet aux toxines marines
81477,Venerupis philippinarum,Manila Clam,,Veneridae,Subject to Marine Toxins,Sujet aux toxines marines
205646,Venerupis variegata,Littleneck Clam,Palourde Japonaise,Veneridae,Subject to Marine Toxins,Sujet aux toxines marines
205646,Venerupis variegata,Clam,Palourde,Veneridae,Subject to Marine Toxins,Sujet aux toxines marines
164079,Wallago attu,,Wallago,Siluridae,,
164079,Wallago attu,Freshwater Shark,,Siluridae,,
164079,Wallago attu,Wallago,,Siluridae,,
165599,Xenentodon cancila,Needlefish,Orphie,Belonidae,,
165599,Xenentodon cancila,Freshwater Garfish,,Belonidae,,
169118,Xenistius californiensis,California Salema,,Haemulidae,,
169118,Xenistius californiensis,Salema,,Haemulidae,,
161384,Xenomystax spp.,Pike-conger,,Congridae,,
172482,Xiphias gladius,Swordfish,Espadon,Xiphiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
95750,Xiphopenaeus kroyeri,Seabob,Crevette,Penaeidae,,
95750,Xiphopenaeus kroyeri,Shrimp,Seabob,Penaeidae,,
172800,Xystreurys liolepis,Fantail Sole,Plie,Paralichthyidae,,
172800,Xystreurys liolepis,Flounder,Rite Éventail,Paralichthyidae,,
172800,Xystreurys liolepis,Sole,Sole,Paralichthyidae,,
166287,Zeus faber,John Dory,Saint-pierre,Zeidae,,
630979,Zoarces americanus,Ocean Pout,,Zoarcidae,,
172086,Zosterisessor ophiocephalus,Grass Goby,Gobie Lote,Gobiidae,,
79611,Zygochlamys patagonica,Patagonian Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79611,Zygochlamys patagonica,Scallop,Pétoncle Patagonien,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
