ï»¿Title,"All staff (excluding non-academic atypical) by academic contract marker, activity standard occupational classification, atypical marker, nationality, mode of employment and sex and academic year",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Location,UK,,,,,,
Academic years,2014/15 to 2018/19,,,,,,
Data source,HESA,,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2014/15 non-atypical total,"403,835",,,,,,
2015/16 non-atypical total,"410,515",,,,,,
2016/17 non-atypical total,"419,710",,,,,,
2017/18 non-atypical total,"429,560",,,,,,
2018/19 non-atypical total,"439,955",,,,,,
2014/15 atypical total,"75,560",,,,,,
2015/16 atypical total,"72,020",,,,,,
2016/17 atypical total,"71,960",,,,,,
2017/18 atypical total,"68,845",,,,,,
2018/19 atypical total,"70,410",,,,,,
Last updated,Jan-20,,,,,,
,,,,,,,
,,,,,,,
Academic contract marker,Activity standard occupational classification,Mode of employment,Sex,Atypical marker,Nationality,Academic Year,Number
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,All,2018/19,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,All,2014/15,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,All,2015/16,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,All,2016/17,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,All,2017/18,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,All,2018/19,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,Non-European Union,2014/15,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,Non-European Union,2015/16,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,Non-European Union,2016/17,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,Non-European Union,2017/18,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,Non-European Union,2018/19,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,Non-European Union,2014/15,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,Non-European Union,2015/16,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,Non-European Union,2016/17,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,Non-European Union,2017/18,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,Non-European Union,2018/19,0
Academic contract,"Managers, directors and senior officials",All,All,Atypical,UK,2014/15,5
Academic contract,"Managers, directors and senior officials",All,All,Atypical,UK,2015/16,5
Academic contract,"Managers, directors and senior officials",All,All,Atypical,UK,2016/17,5
Academic contract,"Managers, directors and senior officials",All,All,Atypical,UK,2017/18,5
Academic contract,"Managers, directors and senior officials",All,All,Atypical,UK,2018/19,0
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,UK,2014/15,0
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,UK,2015/16,0
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,UK,2016/17,0
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,UK,2017/18,0
Academic contract,"Managers, directors and senior officials",All,Female,Atypical,UK,2018/19,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,UK,2014/15,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,UK,2015/16,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,UK,2016/17,5
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,UK,2017/18,0
Academic contract,"Managers, directors and senior officials",All,Male,Atypical,UK,2018/19,0
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2014/15,6665
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2015/16,6975
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2016/17,7530
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2017/18,8060
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2018/19,8720
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2014/15,2670
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2015/16,2870
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2016/17,2995
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2017/18,3310
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2018/19,3505
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2014/15,11420
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2015/16,11985
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2016/17,12435
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2017/18,13125
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2018/19,13995
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2014/15,2525
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2015/16,2630
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2016/17,2610
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2017/18,3035
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2018/19,3245
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2014/15,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2015/16,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2016/17,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2017/18,5
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2018/19,10
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Non-European Union,2014/15,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Non-European Union,2015/16,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Non-European Union,2016/17,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Non-European Union,2017/18,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Non-European Union,2018/19,0
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2014/15,10535
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2015/16,11380
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2016/17,12040
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2017/18,12420
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2018/19,12630
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2014/15,4445
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2015/16,4710
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2016/17,5180
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2017/18,5470
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2018/19,5755
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2014/15,13490
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2015/16,14240
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2016/17,14960
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2017/18,15185
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2018/19,15290
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2014/15,3040
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2015/16,3285
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2016/17,3575
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2017/18,4030
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2018/19,4240
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2014/15,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2015/16,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2016/17,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2017/18,5
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2018/19,10
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Other European Union,2014/15,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Other European Union,2015/16,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Other European Union,2016/17,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Other European Union,2017/18,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,Other European Union,2018/19,0
Academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2014/15,34545
Academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2015/16,34905
Academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2016/17,35760
Academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2017/18,36415
Academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2018/19,37305
Academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2014/15,27675
Academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2015/16,28110
Academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2016/17,29095
Academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2017/18,29905
Academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2018/19,30880
Academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2014/15,52785
Academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2015/16,52630
Academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2016/17,53045
Academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2017/18,53250
Academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2018/19,53210
Academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2014/15,22545
Academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2015/16,22870
Academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2016/17,23490
Academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2017/18,24230
Academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2018/19,24795
Academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2014/15,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2015/16,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2016/17,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2017/18,20
Academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2018/19,25
Academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2014/15,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2015/16,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2016/17,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2017/18,0
Academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2018/19,10
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2014/15,845
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2015/16,585
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2016/17,400
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2017/18,335
Academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2018/19,365
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2014/15,1030
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2015/16,905
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2016/17,490
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2017/18,400
Academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2018/19,305
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2014/15,1200
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2015/16,870
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2016/17,580
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2017/18,415
Academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2018/19,445
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2014/15,1050
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2015/16,820
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2016/17,470
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2017/18,385
Academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2018/19,315
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2014/15,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2015/16,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2016/17,0
Academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2017/18,0
