name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,longitude,latitude,easting,northing,runtime
Ministry Of Sound,Southwark,club.ministryofsound.com,200000000000.0,E09000028,St. George's,E05011114,103 Gaunt Street,Southwark,,-0.0991975203153609,51.4976514251892,532039.9642222589,179346.92420022737,04/11/2021
The Other Palace,City Of Westminster,www.theotherpalace.co.uk,10033568019.0,E09000033,St. James's,E05000644,12 Palace Street,City Of Westminster,,-0.1422613340454711,51.498710152095086,529047.9650342717,179387.92418971594,04/11/2021
Iklectik,Lambeth,www.iklectikartlab.com,10091119428.0,E09000022,Bishop's,E05000416,The Grey Studio 20,Carlisle Lane,Lambeth,-0.1165095202015453,51.49848826981217,530835.9645494607,179408.92418494687,04/11/2021
Goethe Institute,City Of Westminster,,100000000000.0,E09000033,Knightsbridge And Belgravia,E05000637,50 Princes Gate,City Of Westminster,,-0.1737536245087312,51.49950150687808,526859.9656310972,179420.92418127455,04/11/2021
Canada Water Cultural Space,Southwark,,10090284129.0,E09000028,Rotherhithe,E05011112,21 Surrey Quays Road,Southwark,,-0.0491536087304207,51.497809593456935,535512.9632781943,179455.9241730568,04/11/2021
Printworks,Southwark,,200003500401.0,E09000028,Surrey Docks,E05011117,1 Surrey Quays Road ,,,-0.0438538696329684,51.497757241038734,535880.9631782589,179459.92417103384,04/11/2021
Westminster Abbey,City Of Westminster,www.westminster-abbey.org,0.0,E09000033,St. James's,E05000644,20 Deans Yd London,,,-0.1272823632128106,51.49929027018317,530085.9647525377,179478.92416624987,04/11/2021
Central Hall Westminster,City Of Westminster,www.c-h-w.com,0.0,E09000033,St. James's,E05000644,Westminster Central Hall Storeys Gate,City Of Westminster,,-0.1304809991447081,51.4999950010592,529861.956390261,179551.6163463848,04/11/2021
Royal Albert Hall,City Of Westminster,www.royalalberthall.com,0.0,E09000033,Knightsbridge And Belgravia,E05000637,Kensington Gore City Of Westminster,,,-0.1771600001116224,51.50153000134668,526617.9206529042,179640.60332046408,04/11/2021
Primo Bar,Lambeth,,10008793643.0,E09000022,Bishop's,E05000416,200 Westminster Bridge Road,Lambeth,,-0.1169071536635584,51.50072485463852,530801.964558496,179656.924118613,04/11/2021
Hyde,Kensington And Chelsea,,217044013.0,E09000020,Queen's Gate,E05009401,1 Kensington High Street,Kensington And Chelsea,,-0.1876739543697403,51.50198358102266,525886.9658944895,179672.92411251483,04/11/2021
Gladstone Arms,Southwark,www.thegladpub.co.uk,200000000000.0,E09000028,Borough & Bankside,E05011095,64 Lant Street,Southwark,,-0.0951142461398795,51.50090351273134,532313.9641488072,179715.9240998465,04/11/2021
28 West Bar,Tower Hamlets,,6151005.0,E09000030,Canary Wharf,E05009323,28 Westferry Circus,Tower Hamlets,,-0.0262253590710858,51.499943712218894,537097.9628462255,179735.92409386067,04/11/2021
Crown & Sceptre,Hammersmith And Fulham,www.crownandsceptreshepherdsbush.co.uk,34010558.0,E09000013,Askew,E05000251,57 Melina Road,Hammersmith And Fulham,,-0.2363916173984222,51.50341859885055,522501.9668148837,179749.92408877122,04/11/2021
O2 Shepherd's Bush Empire,Hammersmith And Fulham,www.academymusicgroup.com/o2shepherdsbushempire,34030760.0,E09000013,Shepherd's Bush Green,E05000263,Shepherds Bush Green Hammersmith And Fulham,,,-0.2244749811198601,51.50342769767966,523328.9665906133,179770.924084695,04/11/2021
The Vaults,Lambeth,,10091121720.0,E09000022,Bishop's,E05000416,Arch 236 Leake Street,Lambeth,,-0.1152850084522954,51.501975770530606,530910.964528647,179798.92407924274,04/11/2021
Old Vic Theatre,Lambeth,www.oldvictheatre.com,200000000000.0,E09000022,Bishop's,E05000416,103 The Cut,Lambeth,,-0.1090187689599495,51.50193785961511,531345.9644102422,179805.92407703603,04/11/2021
New Inn,Ealing,www.thenewinnealing.com,12083098.0,E09000009,Walpole,E05000192,62 St. Marys Road,Ealing,,-0.3057803669626349,51.50509747574572,517681.9681260503,179822.92407020013,04/11/2021
Belushi's Shepherd's Bush,Hammersmith And Fulham,,34032634.0,E09000013,Addison,E05000250,13-15 Shepherds Bush Green,Hammersmith And Fulham,,-0.2181233275291079,51.50409576788128,523767.96647132834,179855.92406253744,04/11/2021
The Miller,Southwark,www.themiller.co.uk,200000000000.0,E09000028,London Bridge & West Bermondsey,E05011104,93 Snowsfields,Southwark,,-0.0879198442446424,51.502045438610224,532809.9640154669,179855.92406058026,04/11/2021
Bermondsey Yard Cafe,Southwark,www.bermondseyyardcafe.co.uk,10091904712.0,E09000028,London Bridge & West Bermondsey,E05011104,40 Bermondsey Street,Southwark,,-0.0826915678890374,51.502337756117015,533171.963917387,179897.92404906492,04/11/2021
Underdog Gallery,Southwark,https://www.theunderdog.london/,0.0,E09000028,London Bridge & West Bermondsey,E05011104,Arch 6 Crucifix Lane London ,,,-0.0817179980391421,51.502366999977504,533239.4454662912,179902.94760737184,04/11/2021
The Prince Of Wales,Ealing,,12126407.0,E09000009,Elthorne,E05000176,62 Boston Road,Ealing,,-0.3374198422252921,51.506377371201786,515482.968723481,179914.92404652585,04/11/2021
Greenwood Theatre,Southwark,https://www.kcl.ac.uk/greenwood/index.aspx,0.0,E09000028,London Bridge & West Bermondsey,E05011104,55 Weston Street London ,,,-0.0859019991456472,51.50264800033069,532948.2533458624,179926.58920224174,04/11/2021
Belushi's London Bridge,Southwark,www.belushis.com,10090282771.0,E09000028,Chaucer,E05011098,161-165 Borough High Street,Southwark,,-0.0916612071358085,51.50285276972444,532547.9640855149,179938.92403880606,04/11/2021
Castle,Ealing,www.castleealing.co.uk,12083156.0,E09000009,Walpole,E05000192,36 St. Marys Road,Ealing,,-0.3055089114489731,51.50619963399843,517697.9681212556,179945.9240368962,04/11/2021
The Bush Theatre,Hammersmith And Fulham,www.bushtheatre.co.uk,34032421.0,E09000013,Shepherd's Bush Green,E05000263,7 Uxbridge Road,Hammersmith And Fulham,,-0.2259396312468836,51.505041549709794,523222.9666189327,179947.92403616133,04/11/2021
Young Vic,Lambeth,www.youngvic.org/,100023226258.0,E09000022,Bishop's,E05000416,66 The Cut,Lambeth,,-0.1072918471041284,51.50327690618992,531461.9643784248,179957.9240353439,04/11/2021
GunÂ 27 Coldharbour,Tower Hamlets,www.thegundocklands.com,6081890.0,E09000030,Blackwall & Cubitt Town,E05009318,27 Cold Harbour,Tower Hamlets,,-0.0077008257194301,51.50182456140922,538377.9625008099,179979.924027113,04/11/2021
The O2,Greenwich,www.theo2.co.uk,10010224811.0,E09000011,Peninsula,E05000225,Unit 6 Peninsula Square,Greenwich,,0.0047851191486607,51.50200739392629,539243.9622655483,180023.92401499272,04/11/2021
Omeara,Southwark,www.omearalondon.com,0.0,E09000028,Borough & Bankside,E05011095,6 O'meara St London,,,-0.0945757043077257,51.504141155229895,532341.964140462,180076.92400190403,04/11/2021
Indigo At The O?,Greenwich,https://www.theo2.co.uk/events/venue/indigo-at-the-o2,0.0,E09000011,Peninsula,E05000225,The O2 Peninsula Square,London,,0.0061370016838683,51.50255900091946,539336.1030482308,180087.8327503149,04/11/2021
Great Suffolk Street Warehouse,Southwark,,200000000000.0,E09000028,Borough & Bankside,E05011095,29 Great Suffolk Street,Southwark,,-0.1013955754456707,51.50438664310233,531867.9642677006,180091.92399885203,04/11/2021
Bush Hall,Hammersmith And Fulham,www.bushhallmusic.co.uk,34016974.0,E09000013,Shepherd's Bush Green,E05000263,Bush Hall 310,Uxbridge Road,Hammersmith And Fulham,-0.2316615775129135,51.506494814580016,522821.96672738215,180099.92399390507,04/11/2021
George & Dragon,Ealing,www.bestspread.info,12103477.0,E09000009,South Acton,E05000188,183-185 High Street,Ealing,,-0.2717944155817324,51.50722767092725,520034.96748768486,180114.92399338534,04/11/2021
Menier Chocolate Factory,Southwark,www.menierchocolatefactory.com,200000000000.0,E09000028,Borough & Bankside,E05011095,Southwark ,,,-0.0944531522661743,51.50466074467317,532348.9641384461,180134.92398616695,04/11/2021
Purcell Room,Lambeth,www.southbankcentre.co.uk/venues/purcell-room,0.0,E09000022,Bishop's,E05000416,Southbank Centre Belvedere Rd,Lambeth,London,-0.1162826404885961,51.50608349919258,530829.9645500954,180253.92395343716,04/11/2021
Royal Festival Hall,Lambeth,www.southbankcentre.co.uk/venues/royal-festival-hall,200000000000.0,E09000022,Bishop's,E05000416,Southbank Centre Belvedere Road,Lambeth,,-0.1162826404885961,51.50608349919258,530829.9645500954,180253.92395343716,04/11/2021
Institute Of Contemporary Arts,City Of Westminster,www.ica.art,100000000000.0,E09000033,St. James's,E05000644,12 Carlton House Terrace,City Of Westminster,,-0.1308963063093493,51.506389226197136,529814.9648271423,180261.92395261512,04/11/2021
Rambert,Lambeth,,100000000000.0,E09000022,Bishop's,E05000416,99 Upper Ground,Lambeth,,-0.1135265797424368,51.50617409721971,531020.9644980449,180268.9239495812,04/11/2021
"Olivier Theatre, National",Lambeth,www.nationaltheatre.org.uk/your-visit/national-theatre-venues/olivier-theatre,200000000000.0,E09000022,Bishop's,E05000416,Upper Ground Lambeth,,,-0.1154601251638354,51.50715840987672,530883.9645352225,180374.92392008693,04/11/2021
Fine Line,Tower Hamlets,www.finelinecanarywharf.co.uk,6136274.0,E09000030,Canary Wharf,E05009323,29-30 Fishermans Walk,Tower Hamlets,,-0.0216875287785481,51.50591046460061,537394.9627683538,180407.92391050933,04/11/2021
Mnky Hse,City Of Westminster,,10091854778.0,E09000033,West End,E05000649,10 Dover Street,City Of Westminster,,-0.1416015169999299,51.50819600612071,529066.9650304798,180443.92390393335,04/11/2021
Heaven,City Of Westminster,www.heavennightclub-london.com,10033544602.0,E09000033,St. James's,E05000644,11 The Arches,Villiers Street,City Of Westminster,-0.124096961648007,51.50808821807517,530281.9646996462,180462.9238963491,04/11/2021
Notting Hill Arts Club,Kensington And Chelsea,www.nottinghillartsclub.com,217059366.0,E09000020,Campden,E05009390,19-21 Notting Hill Gate,Kensington And Chelsea,,-0.1943767278678934,51.5092001476391,525401.9660261383,180463.9238974045,04/11/2021
Prospect Of Whitby,Tower Hamlets,www.greeneking-pubs.co.uk/pub/prospect-of-whitby-wapping,6027179.0,E09000030,St. Katharine's & Wapping,E05009330,57 Wapping Wall,Tower Hamlets,,-0.0510188687815665,51.50710313027092,535355.9633225685,180485.92389039544,04/11/2021
Crown River Cruises,Tower Hamlets,,6186477.0,E09000030,St. Katharine's & Wapping,E05009330,Tower Millennium Pier Tower Pier,Tower Hamlets,,-0.0791067000279457,51.50774663133599,533404.963851726,180505.92388442432,04/11/2021
Sam Wanamaker Playhouse,Southwark,www.shakespearesglobe.com/theatre/whats-on/sam-wanamaker-playhouse,200000000000.0,E09000028,Borough & Bankside,E05011095,21 New Globe Walk,Southwark,,-0.0965715584440237,51.508112395717625,532191.9641797836,180514.9238833887,04/11/2021
Bargehouse,Southwark,www.bargehouse.co.uk,0.0,E09000028,Borough & Bankside,E05011095,Oxo Tower Wharf ,,,-0.1088261050366476,51.50832861090232,531340.9644104828,180516.9238820496,04/11/2021
St. James's Piccadilly,City Of Westminster,www.sjp.org.uk,100000000000.0,E09000033,St. James's,E05000644,197 Piccadilly,City Of Westminster,,-0.1366310374033808,51.50887253473028,529409.9649380988,180527.9238807991,04/11/2021
Theatre Royal Haymarket,City Of Westminster,www.trh.co.uk,10033572053.0,E09000033,St. James's,E05000644,18 Suffolk Street,City Of Westminster,,-0.1312430299155295,51.508831779034615,529783.9648361343,180532.92387853272,04/11/2021
St. Martin-In-The-Fields,City Of Westminster,www.stmartin-in-the-fields.org,100000000000.0,E09000033,St. James's,E05000644,5 St. Martin's Place,City Of Westminster,,-0.1264887193320034,51.50915161696046,530112.964745958,180576.92386555608,04/11/2021
Rum & Sugar,Tower Hamlets,,6151122.0,E09000030,Canary Wharf,E05009323,1 The Warehouse Hertsmere Road,Tower Hamlets,,-0.0238327003717999,51.50761933318771,537240.9628113592,180593.923860114,04/11/2021
The London Reign,City Of Westminster,,10033541003.0,E09000033,St. James's,E05000644,215-217 Piccadilly,City Of Westminster,,-0.1349617220625671,51.509520456979175,529523.9649071359,180602.9238602197,04/11/2021
Tobacco Dock,Tower Hamlets,www.tobaccodocklondon.com,6009847.0,E09000030,St. Katharine's & Wapping,E05009330,50 Porters Walk,Tower Hamlets,,-0.0592536076871287,51.50830986427093,534780.9634778858,180604.92385715895,04/11/2021
Garrick Theatre,City Of Westminster,www.nimaxtheatres.com/garrick-theatre,100000000000.0,E09000033,St. James's,E05000644,2 Charing Cross Road,City Of Westminster,,-0.1276449500218245,51.50977259259764,530030.9647683587,180643.92384757663,04/11/2021
St. Magnus The Martyr,City And County Of The City Of London,www.stmagnusmartyr.org.uk,200000000000.0,E09000001,Billingsgate,E05009291,Lower Thames Street City Of London,,,-0.0829254151182151,51.50912210345732,533135.9639249335,180651.9238451952,04/11/2021
Library,City Of Westminster,,100000000000.0,E09000033,St. James's,E05000644,112 St. Martin's Lane,City Of Westminster,,-0.1272498345841123,51.50991916140031,530057.9647609605,180660.9238428744,04/11/2021
Prince Of Wales Theatre,City Of Westminster,www.princeofwalestheatre.co.uk,100023472712.0,E09000033,St. James's,E05000644,31 Coventry Street London,,,-0.1317716423289561,51.51000026156628,529743.964846819,180661.9238435028,04/11/2021
London Coliseum,City Of Westminster,www.londoncoliseum.org/,100023432456.0,E09000033,St. James's,E05000644,St. Martin's Lane; London ,,,-0.1262701435115078,51.50991250838671,530125.9647423632,180661.92384240712,04/11/2021
Chinawhite,City Of Westminster,,200000000000.0,E09000033,West End,E05000649,6 Air Street,City Of Westminster,,-0.1365080328163506,51.51012056835364,529414.964936368,180666.9238428867,04/11/2021
Piccadilly Institute,City Of Westminster,www.piccadillyinstitute.com/,100000000000.0,E09000033,St. James's,E05000644,The London Pavilion 1,Piccadilly,City Of Westminster,-0.133864396553394,51.510276378244605,529597.9648866545,180688.9238365552,04/11/2021
Adelphi Theatre,City Of Westminster,www.reallyusefultheatres.co.uk/our-theatres/adelphi,10033579363.0,E09000033,St. James's,E05000644,City Of Westminster ,,,-0.122947758373033,51.51010219272421,530355.9646794744,180688.92383440927,04/11/2021
Storm Nightclub,City Of Westminster,,100000000000.0,E09000033,St. James's,E05000644,28 Leicester Square,City Of Westminster,,-0.1291664179520635,51.510273484061926,529923.9647975566,180696.9238334613,04/11/2021
Mortons Club,City Of Westminster,,10033570927.0,E09000033,West End,E05000649,28 Berkeley Square,City Of Westminster,,-0.1467365557923466,51.51056140176654,528703.9651283694,180697.9238352744,04/11/2021
Porterhouse,City Of Westminster,,200000000000.0,E09000033,St. James's,E05000644,21-22 Maiden Lane,City Of Westminster,,-0.1236287025104071,51.51036488445053,530307.9646926115,180716.92382694277,04/11/2021
Vaudeville Theatre,City Of Westminster,www.nimaxtheatres.com/vaudeville-theatre,10033544051.0,E09000033,St. James's,E05000644,404 Strand,City Of Westminster,,-0.1224765500696609,51.51034644813949,530387.9646707476,180716.9238267158,04/11/2021
Live At ZÃÂ©del (Aka Crazy Coqs),City Of Westminster,www.brasseriezedel.com/live-at-zedel,10033616450.0,E09000033,West End,E05000649,20 Sherwood Street,City Of Westminster,,-0.1355531851063804,51.510564022901285,529479.9649186658,180717.92382890036,04/11/2021
The Steelyard,City And County Of The City Of London,,95510144.0,E09000001,Dowgate,E05009303,13-16 Allhallows Lane,City Of London,,-0.090540900453179,51.51000176011704,532604.964068594,180735.9238231536,04/11/2021
Salisbury,City Of Westminster,www.greeneking-pubs.co.uk/pub/salisbury-covent-garden,10033585485.0,E09000033,St. James's,E05000644,90 St. Martin's Lane,City Of Westminster,,-0.1272823924756835,51.51088190396473,530052.9647622522,180767.92381378516,04/11/2021
Round Table,City Of Westminster,www.greeneking-pubs.co.uk/pub/round-table-leicester-square,10033554795.0,E09000033,St. James's,E05000644,26-27 St. Martin's Court,City Of Westminster,,-0.1279589230518837,51.51090169581658,530005.9647750797,180768.92381364031,04/11/2021
Swan,City Of Westminster,www.swanbayswater.co.uk,100000000000.0,E09000033,Lancaster Gate,E05000638,66 Bayswater Road,City Of Westminster,,-0.1770125722091416,51.51170130754228,526599.965702222,180771.92381247552,04/11/2021
Noel Coward Theatre,City Of Westminster,www.noelcowardtheatre.co.uk,100000000000.0,E09000033,St. James's,E05000644,85-88 St. Martin's Lane,City Of Westminster,,-0.1274604029074998,51.51110956420471,530039.9647657808,180792.92380702053,04/11/2021
Lyric Theatre,City Of Westminster,www.nimaxtheatres.com/lyric-theatre,100000000000.0,E09000033,West End,E05000649,29 Shaftesbury Avenue,City Of Westminster,,-0.13379480755729,51.511273463147774,529599.9648857943,180799.92380627955,04/11/2021
Drayton Court,Ealing,www.draytoncourtlondon.co.uk,12142024.0,E09000009,Ealing Broadway,E05000173,2 The Avenue,Ealing,,-0.3193081584002968,51.51416754257283,516719.96838947496,180809.92380222396,04/11/2021
Leicester Square Theatre,City Of Westminster,www.leicestersquaretheatre.com,100000000000.0,E09000033,St. James's,E05000644,6 Leicester Place,City Of Westminster,,-0.1300738708907534,51.5113401032491,529857.9648154028,180813.92380178644,04/11/2021
Savoy Theatre,City Of Westminster,www.savoy-theatre.co.uk,100000000000.0,E09000033,St. James's,E05000644,Savoy Court Strand,City Of Westminster,,-0.1193719247188911,51.51119598796373,530600.9646127162,180816.92379900045,04/11/2021
Apollo Theatre,City Of Westminster,www.nimaxtheatres.com/apollo-theatre,10033548808.0,E09000033,West End,E05000649,31 Shaftesbury Avenue,City Of Westminster,,-0.1333819881101983,51.511500705337376,529627.9648780884,180825.9237991176,04/11/2021
Lyceum Theatre,City Of Westminster,www.lyceum-theatre.co.uk,10033572107.0,E09000033,St. James's,E05000644,21 Wellington Street,City Of Westminster,,-0.1201119533101526,51.5114236763974,530548.9646269451,180840.9237926321,04/11/2021
Gem,City Of Westminster,www.gem-bar.co.uk/,10033529896.0,E09000033,West End,E05000649,10 Beak Street,City Of Westminster,,-0.138453936010295,51.51187806880596,529274.964973721,180858.92379070303,04/11/2021
The Red Room (Aka The Ealing Jazz Club),Ealing,www.ealingclub.com,12133012.0,E09000009,Ealing Broadway,E05000173,42 The Broadway,Ealing,,-0.3025089574968228,51.514411387953,517884.9680689431,180863.92378665105,04/11/2021
The White Horse,City Of Westminster,,10033584811.0,E09000033,West End,E05000649,45 Rupert Street,City Of Westminster,,-0.1335537838923544,51.51188113328075,529614.9648815182,180867.9237876978,04/11/2021
Graphic Bar,City Of Westminster,,100000000000.0,E09000033,West End,E05000649,4 Golden Square,City Of Westminster,,-0.1367456350918565,51.51206676960965,529392.964941723,180882.92378400697,04/11/2021
Prince Edward,City Of Westminster,www.theprince-edward.co.uk,100000000000.0,E09000033,Bayswater,E05000631,73 Princes Square,City Of Westminster,,-0.1935644913751334,51.5129735464054,525447.9660143482,180884.92378328895,04/11/2021
Revolution,City And County Of The City Of London,,100000000000.0,E09000001,Tower,E05009310,City Of London ,,,-0.0759768803678404,51.51122942216286,533611.9637948733,180898.92377852136,04/11/2021
Arts Theatre,City Of Westminster,www.artstheatrewestend.co.uk,10033630848.0,E09000033,St. James's,E05000644,6 Great Newport Street,City Of Westminster,,-0.1275487319480498,51.512118160419625,530030.9647681493,180904.9237765772,04/11/2021
Village,City Of Westminster,www.village-soho.co.uk,10033570802.0,E09000033,West End,E05000649,81 Wardour Street,City Of Westminster,,-0.1333589019835545,51.51241759544408,529626.9648780886,180927.9237713072,04/11/2021
Maddox Club,City Of Westminster,,100000000000.0,E09000033,West End,E05000649,42858 Mill Street,City Of Westminster,,-0.1422550177755071,51.51267573478548,529008.965045588,180940.92376870057,04/11/2021
Compton's Of Soho,City Of Westminster,,10033584582.0,E09000033,West End,E05000649,51-53 Old Compton Street,City Of Westminster,,-0.1325601386588411,51.5125667508776,529681.9648630791,180945.9237662687,04/11/2021
Parlour At Sketch,City Of Westminster,,100000000000.0,E09000033,West End,E05000649,9 Conduit Street,City Of Westminster,,-0.1415740610275456,51.51276386751342,529055.965032836,180951.92376564007,04/11/2021
Novello Theatre,City Of Westminster,www.novellotheatrelondon.info/,10033615106.0,E09000033,St. James's,E05000644,5 Aldwych,City Of Westminster,,-0.1194334548263152,51.51250092340705,530592.9646151674,180961.92375970865,04/11/2021
The Coach And Horses,City Of Westminster,,100000000000.0,E09000033,St. James's,E05000644,42 Wellington Street,City Of Westminster,,-0.1208862632476059,51.51256916953272,530491.9646426649,180966.9237585989,04/11/2021
Handel & Hendrix In London,City Of Westminster,www.handelhendrix.org,0.0,E09000033,West End,E05000649,25 Brook Street City Of Westminster,,,-0.1459000002955474,51.51297000014845,528755.2240864187,180967.233149077,04/11/2021
Marble Arch Theatre,City Of Westminster,www.fiveguysmusical.com,10033548055.0,E09000033,Knightsbridge And Belgravia,E05000637,Marble Arch London,,,-0.1589093954029272,51.51318112619964,527851.9653610648,180967.92376066948,04/11/2021
Cirque Du Soir,City Of Westminster,,10033600542.0,E09000033,West End,E05000649,21 Ganton Street,City Of Westminster,,-0.1389749598035415,51.51288452754422,529235.9649840264,180969.9237604921,04/11/2021
Cos Bar,City And County Of The City Of London,,100000000000.0,E09000001,Castle Baynard,E05009297,148 Queen Victoria Street,City Of London,,-0.1015840125336767,51.51233032484464,531831.9642772061,180974.92375838335,04/11/2021
Ain't Nothin But Blues Bar,City Of Westminster,www.aintnothinbut.co.uk,100000000000.0,E09000033,West End,E05000649,20 Kingly Street,City Of Westminster,,-0.1395330073305142,51.51298330732899,529196.9649945735,180979.9237578196,04/11/2021
Theatre Royal Drury Lane,City Of Westminster,www.reallyusefultheatres.co.uk/our-theatres/theatre-royal,10033555899.0,E09000033,St. James's,E05000644,Drury Lane City Of Westminster,,,-0.1203404145946038,51.51287517018981,530528.9646326496,181001.92374901625,04/11/2021
Yager Bar,City And County Of The City Of London,www.yager-bar.com,95506109.0,E09000001,Bread Street,E05009293,42796 Old Change Court,City Of London,,-0.0974256538494485,51.51251472763168,532119.9641996371,181002.92375091923,04/11/2021
Royal Opera House,City Of Westminster,www.roh.org.uk,10033547198.0,E09000033,St. James's,E05000644,Covent Garden City Of Westminster,,,-0.1226537027588545,51.51304710695478,530367.9646764507,181016.9237453278,04/11/2021
Cockpit,City And County Of The City Of London,www.thecockpit.org.uk,100000000000.0,E09000001,Farringdon Within,E05009304,7 St. Andrew's Hill,City Of London,,-0.1014530948356877,51.51270590251892,531839.9642751247,181016.9237469305,04/11/2021
Foundation Bar,City Of Westminster,,100000000000.0,E09000033,St. James's,E05000644,5 Langley Street,City Of Westminster,,-0.1249688553980118,51.51317406397653,530206.9647202218,181026.9237429861,04/11/2021
The Coach And Horses,City Of Westminster,www.coachsoho.co.uk,100000000000.0,E09000033,West End,E05000649,29 Greek Street,City Of Westminster,,-0.1301679121792199,51.51326604594414,529845.9648183249,181027.9237435449,04/11/2021
St. Stephen Walbrook,City And County Of The City Of London,www.ststephenwalbrook.net,200000000000.0,E09000001,Walbrook,E05009312,39 Walbrook,City Of London,,-0.0901101351446013,51.51271954460312,532626.9640630466,181038.92374147807,04/11/2021
Ronnie Scotts,City Of Westminster,www.ronniescotts.co.uk,10033534558.0,E09000033,West End,E05000649,47 Frith Street,City Of Westminster,,-0.1316898356756883,51.513407201150095,529739.964847099,181040.92374024505,04/11/2021
Two Brewers,Camden,www.greeneking-pubs.co.uk/pub/two-brewers-covent-garden,5059285.0,E09000007,Holborn And Covent Garden,E05000138,40 Monmouth Street,Camden,,-0.1273246494604806,51.51336457306584,530042.9647647826,181043.92373874076,04/11/2021
The Spice Of Life,City Of Westminster,www.spiceoflifesoho.com,100000000000.0,E09000033,West End,E05000649,6 Moor Street,City Of Westminster,,-0.1297580030411361,51.5134213802852,529873.9648106904,181045.92373857985,04/11/2021
Pineapple Dance Studios,City Of Westminster,,10033569887.0,E09000033,St. James's,E05000644,7 Langley Street,City Of Westminster,,-0.1251317216458823,51.513419471103006,530194.9647234846,181053.92373567735,04/11/2021
Shakespeares Head,City Of Westminster,www.greeneking-pubs.co.uk/pub/shakespeares-head-soho,100000000000.0,E09000033,West End,E05000649,29 Great Marlborough Street,City Of Westminster,,-0.139577546730462,51.513658466924085,529191.9649957702,181054.92373738025,04/11/2021
Cambridge Theatre,Camden,www.reallyusefultheatres.co.uk/our-theatres/cambridge,5089373.0,E09000007,Holborn And Covent Garden,E05000138,Earlham Street Camden,,,-0.1263818218218232,51.5135113867938,530107.9647471156,181061.92373370047,04/11/2021
Prince Edward Theatre,City Of Westminster,www.princeedwardtheatre.co.uk,100000000000.0,E09000033,West End,E05000649,28 Old Compton Street,City Of Westminster,,-0.1309261620741519,51.51375474446965,529791.9648328989,181080.92372923237,04/11/2021
Loop Bar & Nightclub,City Of Westminster,www.theloopbar.co.uk/,100000000000.0,E09000033,West End,E05000649,19 Dering Street,City Of Westminster,,-0.1454394151219855,51.51411100220974,528783.9651064185,181094.9237270617,04/11/2021
Phoenix Theatre,Camden,www.phoenixtheatrelondon.co.uk,5037592.0,E09000007,Holborn And Covent Garden,E05000138,110 Charing Cross Road,Camden,,-0.1295542695166883,51.514524237164586,529884.9648075307,181168.9237050712,04/11/2021
Basement Sate,City Of Westminster,www.basementsate.com,100000000000.0,E09000033,West End,E05000649,8 Broadwick Street,City Of Westminster,,-0.1348770879266398,51.51406043345035,529516.9649074564,181107.92372246867,04/11/2021
Bjs White Swan,Tower Hamlets,www.bjswhiteswan.com,6047411.0,E09000030,Shadwell,E05009332,556 Commercial Road,Tower Hamlets,,-0.0411732721342553,51.51255055841846,536022.9631420308,181109.92372153452,04/11/2021
Madison,City And County Of The City Of London,www.madisonlondon.net/,10091783504.0,E09000001,Bread Street,E05009293,1 New Change,City Of London,,-0.0961177616921561,51.513464718411626,532207.9641760852,181110.9237216707,04/11/2021
Spread Eagle,City Of Westminster,www.greeneking-pubs.co.uk/pub/spread-eagle-marylebone,10033584775.0,E09000033,West End,E05000649,8 Woodstock Street,City Of Westminster,,-0.1474183140749723,51.51435809800962,528645.9651438665,181118.92372072657,04/11/2021
Barrio Central,City Of Westminster,,10033586646.0,E09000033,West End,E05000649,6 Poland Street,City Of Westminster,,-0.1364555671581392,51.51422940534266,529406.9649372615,181123.92371826328,04/11/2021
Salsa!,Camden,www.bar-salsa.com/soho,5002609.0,E09000007,Holborn And Covent Garden,E05000138,96 Charing Cross Road,Camden,,-0.1290667337774548,51.5141117896488,529919.9647980975,181123.92371724665,04/11/2021
Pause Bar,City And County Of The City Of London,,10091780331.0,E09000001,Aldgate,E05009289,80 Leadenhall Street,City Of London,,-0.0786106884354557,51.51336793782804,533422.9638467259,181131.9237163933,04/11/2021
Thomas Neale,Tower Hamlets,,6160450.0,E09000030,Shadwell,E05009332,39 Watney Market,Tower Hamlets,,-0.0566989127404346,51.51314158238274,534943.9634331784,181146.92371077364,04/11/2021
London Palladium,City Of Westminster,www.reallyusefultheatres.co.uk/our-theatres/london-palladium,10033529083.0,E09000033,West End,E05000649,8 Argyll St Soho,London,,-0.1400173219194296,51.51453773386751,529158.9650045224,181151.923710988,04/11/2021
St. Moritz Club,City Of Westminster,www.stmoritzclub.co.uk,10033622399.0,E09000033,West End,E05000649,Flat 159,Wardour Street,City Of Westminster,-0.1349754197967434,51.51447566176121,529508.9649094819,181153.9237099328,04/11/2021
Troxy,Tower Hamlets,www.troxy.co.uk,6027797.0,E09000030,Shadwell,E05009332,490 Commercial Road,Tower Hamlets,,-0.0439779494138511,51.51302002126768,535826.9631948401,181156.9237085146,04/11/2021
Tipperary,City And County Of The City Of London,,100000000000.0,E09000001,Castle Baynard,E05009297,66 Fleet Street,City Of London,,-0.1076065397216012,51.51410928380418,531408.9643929644,181161.9237066033,04/11/2021
