animal_id,animal_type,secondary_color,breed_group,primary_breed,tag_no,tag_type,tag_subtype,vaccine,serial_no,vet_id,location (1)
A592704,CAT,,SHORTHAIR,DOMESTIC SH,L16-000680,LIC ALTERED,HLP SCAN,,4614177,G000067,LOCKBOX
A608396,DOG,WHITE,MASTIFF,AMERICAN STAFF,985113000874552,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A550528,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A572928,DOG,BROWN,TERRIER,MIN PINSCHER,L16-041988,LIC ALTERED,HLP WEB,,4838296,G000053,LOCKBOX
A631271,CAT,,SHORTHAIR,DOMESTIC SH,L17-000919,LIC ALTERED,HLP SCAN,,6578773,G000250,LOCKBOX
A589648,CAT,,SHORTHAIR,DOMESTIC SH,L16-007326,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A373492,DOG,,SPITZ,CHOW CHOW,D10-008297,LIC ALTERED,,MAS,,,SHELTER
A608135,DOG,WHITE,TOY,CHIHUAHUA SH,985113000787702,MICROCHIP ADO,HOME AGAIN,LMAS,MM,G124495,SHELTER
A577137,DOG,,TOY,DACHSHUND,985112006516540,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A613757,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A559702,DOG,WHITE,TOY,HAVANESE,U15-002260,RABIES CERT,HLP IMPORT,,3515434,G000056,LOCKBOX
A578300,DOG,,,UNKNOWN,L15-020609,LIC 3Y,HLP IMPORT,,4042035,G000372,SHELTER
A627432,DOG,WHITE,TERRIER,JACK RUSS TER,L17-005913,LIC SR,VET,,SIM,G000055,LICENSE
A565598,DOG,WHITE,COLLIE,BORDER COLLIE,L15-030796,LIC ALTERED,VET,AUBURNDALE,ARL,G000052,SHELTER
A549286,DOG,,,,U15-000001,RABIES CERT,HLP SCAN,,3153735,G000066,LOCKBOX
A617919,CAT,,SHORTHAIR,DOMESTIC SH,L17-030818,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A629560,DOG,,COLLIE,AUST CATTLE DOG,L17-010966,LIC ALTERED,HLP SCAN,,6491396,G000069,LOCKBOX
A582733,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-035401,LIC ALTERED,HLP SCAN,,4205142,G000069,SHELTER
A582289,CAT,,SHORTHAIR,DOMESTIC SH,L15-051103,LIC ALTERED,HLP SCAN,,4193852,G000071,LOCKBOX
A622080,DOG,WHITE,MASTIFF,ENG BULLDOG,L17-031137,LIC ALTERED,VET,,AMC,G000402,SHELTER
A365306,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,D12-028639,LIC ALTERED,COUNTER,SHIVELY,,,SHELTER
A617152,DOG,BLACK,SHEPHERD,GERM SHEPHERD,985113001039249,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A576176,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-030983,LIC 3Y,VET,AUBURNDALE,ARL,G000052,SHELTER
A611407,CAT,,LONGHAIR,DOMESTIC MH,L17-044114,LIC 3Y,COUNTER,,ARL,G000480,SHELTER
A555109,DOG,,MASTIFF,PIT BULL,985113000782118,MICROCHIPSPOT,HOME AGAIN,,,,SHELTER
A062944,DOG,,SHEPHERD,CAROLINA DOG,L15-062570,LIC ALTERED,MAIL,FAIRDALE,LB,G000049,SHELTER
A581558,DOG,,SHEPHERD,GERM SHEPHERD,L17-083653,LIC ALTERED,MAIL,,ARL,G000104,LICENSE
A589076,DOG,GRAY,MASTIFF,ENG BULLDOG,985112007303702,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A284742,DOG,,SETTER/RETRIEVE,LABRADOR RETR,D12-047694,LIC ALTERED,VET,GAILOR,TR,G000079,SHELTER
A551130,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A523002,CAT,,SHORTHAIR,DOMESTIC SH,L14-051153,LIC ALTERED,VET,FEGENBUSH,,G000291,SHELTER
A600530,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A568690,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985112006051969,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A210981,DOG,,TOY,DACHSHUND,D07-016431,LIC ALTERED,,CRUMS,,G000063,SHELTER
A578911,CAT,,SHORTHAIR,DOMESTIC SH,L15-054130,LIC SR,VET,CHEROKEE,LB,G000062,SHELTER
A561154,CAT,,,,U15-002875,RABIES CERT,HLP SCAN,,3549592,G000066,LOCKBOX
A559294,DOG,,HOUND,BASSET HOUND,U16-007461,RABIES CERT,HLP SCAN,,4450542,G000340,LOCKBOX
A291655,DOG,,TOY,MALTESE,464228ED0F,MICROCHIP,HLP SCAN,,2464526,,LOCKBOX
A581344,DOG,,TOY,YORKSHIRE TERR,L15-052601,LIC ALTERED,HLP SCAN,,4151364,G000061,LOCKBOX
A577336,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A611183,DOG,,MIX,MIX,L17-037897,LIC ALTERED,HLP SCAN,,6442194,G000291,LOCKBOX
A555633,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-002841,LIC ALTERED,HLP SCAN,,6370101,G000074,LOCKBOX
A560980,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L17-030835,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A594835,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,U17-046966,RABIES CERT,VET,,ARL,G000360,LICENSE
A626295,DOG,BLACK,TOY,PUG,,,,,,,
A625664,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L17-009584,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A575483,DOG,BLACK,SHEPHERD,GERM SHEPHERD,L16-014708,LIC ALTERED,COUNTER,GRIMES,LB,G000070,SHELTER
A488248,DOG,,COLLIE,AUST CATTLE DOG,D14-026759,LIC ALTERED,VET,MIDDLETOWN,HMA,G000074,SHELTER
A564794,DOG,CREAM,TOY,SHIH TZU,L17-023236,LIC SR,HLP WEB,,6623273,G000053,LOCKBOX
A591008,DOG,BLACK,SPITZ,SIBERIAN HUSKY,L17-017151,LIC ALTERED,HLP WEB,,5671804,G000402,LOCKBOX
A536061,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985112003974943,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A570790,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A476096,DOG,,SPITZ,SIBERIAN HUSKY,D14-018700,LIC ALTERED,MAIL,WESTPORT,JF,,SHELTER
A562492,DOG,,SHEPHERD,GERM SHEPHERD,L15-014528,LIC ALTERED,HLP SCAN,,3585251,G000250,LOCKBOX
A581946,CAT,,SHORTHAIR,DOMESTIC SH,L16-043878,LIC ALTERED,HLP WEB,,5107283,G000364,LOCKBOX
A585176,DOG,BLACK,SPITZ,AKITA,,,,,,,
A624965,CAT,WHITE,SHORTHAIR,AMER SH,,,,,,,
A579191,DOG,,TOY,PUG,,,,,,,
A618987,DOG,,MASTIFF,BOXER,L17-042256,LIC SR,HLP SCAN,,5913061,G000069,LOCKBOX
A612529,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A600134,DOG,,HOUND,BEAGLE,L16-10257,LIC ALTERED,VET,,AMC,G000088,SHELTER
A599099,DOG,WHITE,TOY,BOSTON TERRIER,L16-026630,LIC ALTERED,VET,BANFIELD,LB,G000056,SHELTER
A569951,DOG,WHITE,POINTER,DALMATIAN,U15-44641,RAB VAC CERT.,VET,SENECA,ARL,G000360,SHELTER
A582719,DOG,,POODLE,POODLE TOY,L16-046184,LIC 3Y,HLP SCAN,,5473601,G000078,LOCKBOX
A617005,DOG,TAN,TOY,CHIHUAHUA SH,985113000698916,MICROCHIP,HLP WEB,,5827186,,LOCKBOX
A599574,DOG,,MASTIFF,ROTTWEILER,L16-047608,LIC ALTERED,HLP SCAN,,4872835,G000083,SHELTER
A578594,DOG,BROWN BRIN,HOUND,TR WALKER HOUND,985112005961288,MICROCHIP,HLP IMPORT,,4043587,,LOCKBOX
A560104,DOG,,POODLE,COTON DE TULEAR,L16-016387,LIC ALTERED,MAIL,SHELDEN,ARL,G000076,SHELTER
A608476,DOG,,SHEPHERD,GERM SHEPHERD,L17-015252,LIC ALTERED,COUNTER,MAS,,G124495,SHELTER
A584665,DOG,,TOY,POMERANIAN,L16-055151,LIC ALTERED,HLP SCAN,,4319077,G000250,LOCKBOX
A594039,DOG,,TERRIER,SCHNAUZER MIN,L16-005405,LIC ALTERED,HLP SCAN,,4677431,G000069,LOCKBOX
A558531,DOG,WHITE,SIGHTHOUND,GREYHOUND,L17-017920,LIC ALTERED,HLP WEB,,5778821,G000341,LOCKBOX
A613536,DOG,BROWN,COLLIE,AUST SHEPHERD,L17-030670,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A594938,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A549778,DOG,TAN,HOUND,BEAGLE,L14-018273,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A561426,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112005219348,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A594179,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A578776,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A586077,DOG,BLACK,POINTER,ENG POINTER,L16-037628,LIC ALTERED,HLP WEB,,4384478,G000402,LOCKBOX
A580067,DOG,,TOY,CHIHUAHUA SH,L16-030801,LIC ALTERED,VET,BARDSTOWN,5078028,G000060,LOCKBOX
A616995,DOG,BROWN,TOY,DACHSHUND,,,,,,,
A448267,DOG,,MASTIFF,BOXER,L16-035683,LIC ALTERED,HLP WEB,,4174857,G000061,LOCKBOX
A440522,DOG,WHITE,COLLIE,SHETLD SHEEPDOG,L14-061338,LIC 3Y,COUNTER,MAS,,G000404,SHELTER
A322711,CAT,,SHORTHAIR,DOMESTIC SH,C09-034064,LIC ALTERED,,MIDDLETOWN,,G000074,SHELTER
A564859,DOG,BLACK,COLLIE,AUST SHEPHERD,L14-008668,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A587759,DOG,,COLLIE,AUST SHEPHERD,985112007782971,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A341353,DOG,,TOY,CHIHUAHUA SH,D11-074176,LIC ALTERED,MAIL,AUDUBON,TM,G000055,SHELTER
A610903,CAT,,SHORTHAIR,DOMESTIC SH,L16-018259,LIC ALTERED,HLP SCAN,,5472865,G000069,LOCKBOX
A566138,DOG,WHITE,HOUND,BASSET HOUND,L15-004918,LIC SR,HLP WEB,,3694067,G000345,LOCKBOX
A597853,DOG,,TOY,POMERANIAN,L16-005548,LIC ALTERED,ADOPT,MAS,,G124495,LICENSE
A619740,DOG,TAN,TERRIER,JACK RUSS TER,L17-029864,LIC UNALTERED,VET,,ARL,G000251,SHELTER
A561244,DOG,,MASTIFF,PIT BULL,981020013325735,MICROCHIP,HLP SCAN,,3549970,,LOCKBOX
A599191,DOG,BLACK,HOUND,BLACK MOUTH CUR,985112007776859,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A584917,DOG,WHITE,TOY,HAVANESE,U16-006915,RABIES CERT,HLP IMPORT,,4320488,G000057,LOCKBOX
A629849,DOG,,MASTIFF,MASTIFF,L17-048409,LIC ALTERED,VET,,SM,G000088,LICENSE
A561631,DOG,,SPANIEL,COCKER SPAN,L14-039764,LIC ALTERED,HLP WEB,,3558495,G000402,SHELTER
A548265,DOG,BROWN,MASTIFF,PIT BULL,L15-057505,LIC ALTERED,VET,SNIP,ARL,G000372,SHELTER
A575729,CAT,,SHORTHAIR,AMER SH,,,,,,,
A560772,DOG,WHITE,TOY,HAVANESE,L17-018502,LIC ALTERED,HLP WEB,,5866443,G000342,LOCKBOX
A593972,DOG,,SPITZ,FINNISH SPITZ,,,,,,,
A590716,DOG,,TOY,HAVANESE,,,,,,,
A569764,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A588437,DOG,,SPITZ,SHIBA INU,RAB-45555,RAB VAC CERT.,VET,SENECA,LB,G000360,SHELTER
A589177,DOG,WHITE,SETTER/RETRIEVE,GREAT PYRENEES,L16-014574,LIC 3Y,COUNTER,,AMC,G124495,SHELTER
A456264,DOG,,TERRIER,AFFENPINSCHER,985121012444674,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A590813,DOG,,TOY,SHIH TZU,L16-008430,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A613224,DOG,WHITE,MASTIFF,PIT BULL,R17-0533,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A561875,DOG,,SPITZ,AMER ESKIMO,L15-023292,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A564053,DOG,,SPANIEL,CAVALIER SPAN,L15-014647,LIC ALTERED,HLP SCAN,,3633060,G000250,LOCKBOX
A578485,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L16-049097,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A610401,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A576177,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,985112006509985,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A602812,DOG,BROWN,MASTIFF,PIT BULL,985112008100026,MICROCHIP RTO,HOME AGAIN,,ARL,G124495,SHELTER
A561759,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A512001,DOG,,TOY,CHIHUAHUA SH,D14-050068,LIC ALTERED,VET,GAILOR,HMA,G000069,SHELTER
A550926,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A601691,DOG,,MASTIFF,BOXER,982000406305186,MICROCHIP,PET WATCH,,,,SHELTER
A607736,DOG,BLACK,MASTIFF,PIT BULL,L17-029VIOD010,LIC UNALTERED,COUNTER,,AMC,G000338,SHELTER
A582695,DOG,,POODLE,BICHON FRISE,L16-026502,LIC 3Y,HLP IMPORT,,4200674,G000056,LOCKBOX
A341930,DOG,,TOY,CHIHUAHUA SH,L15-018935,LIC 3YSR,MAIL,LYNDON,LB,G000348,SHELTER
A593035,DOG,WHITE,TERRIER,CAIRN TERRIER,R16-3040,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A576497,DOG,,TOY,DACHSHUND,L15-056779,LIC ALTERED,VET,KHS,RR,G000088,SHELTER
A559734,DOG,,SPITZ,SIBERIAN HUSKY,U16-007812,RABIES CERT,HLP IMPORT,DEF3,4497372,G000058,LOCKBOX
A003877,DOG,,TOY,YORKSHIRE TERR,D08-049642,LIC ALTERED,,SHIVELY,,,SHELTER
A618464,DOG,TAN,COLLIE,BORDER COLLIE,RAB46824,RABIES CERT,VET,SENECA,LB,G000360,SHELTER
A336559,DOG,TAN,HOUND,ENG COONHOUND,D14-052214,LIC ALTERED,COUNTER,,JQR,G000355,SHELTER
A595483,DOG,TAN,TOY,YORKSHIRE TERR,RABIES160976,RAB VAC CERT.,VET,,AMC,G000358,SHELTER
A590577,DOG,BROWN,MASTIFF,BULLDOG,,,,,,,
A562395,DOG,,TOY,MALTESE,U15-003129,RABIES CERT,HLP IMPORT,,3584554,G000058,LOCKBOX
A605322,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L17-021090,LIC ALTERED,HLP WEB,,6258069,G000061,LOCKBOX
A608139,DOG,SILVER,SPITZ,SIBERIAN HUSKY,L17-044414,LIC UNALTERED,COUNTER,SHIVELY,,,SHELTER
A583002,DOG,,COLLIE,SHETLD SHEEPDOG,L16-042970,LIC ALTERED,HLP WEB,,4994105,G000222,LOCKBOX
A601195,CAT,,SHORTHAIR,DOMESTIC SH,L16-011746,LIC ALTERED,HLP SCAN,,4941353,G000061,LOCKBOX
A558627,CAT,GRAY,SHORTHAIR,DOMESTIC SH,L16-026204,LIC ALTERED,VET,AUDUBON,LB,G000055,SHELTER
A585750,DOG,,TOY,SHIH TZU,L17-044446,LIC ALTERED,MAIL,,ARL,G000053,SHELTER
A576963,DOG,TAN,POODLE,BICHON FRISE,L15-007981,LIC ALTERED,HLP WEB,,3979200,G000364,LOCKBOX
A555991,DOG,WHITE,TOY,SHIH TZU,982000357789431,MICROCHIP,PET WATCH,,ARL,G000088,SHELTER
A520239,DOG,WHITE,MASTIFF,PIT BULL,L15-013838,LIC 3Y,COUNTER,,DJR,G000372,SHELTER
A478294,DOG,,MASTIFF,BOXER,D13-047697,LIC ALTERED,VET,GAILOR,HMA,G000069,SHELTER
A589125,DOG,,SHEPHERD,WELSH CORGI CAR,,,,,,,
A629572,DOG,,SHEPHERD,GERM SHEPHERD,L17-049174,LIC ALTERED,HLP SCAN,,6491424,G000069,LOCKBOX
A608460,DOG,WHITE,TOY,POMERANIAN,,,,,,,
A585532,DOG,TAN,TERRIER,JACK RUSS TER,985112006836073,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A623175,DOG,,SPITZ,SIBERIAN HUSKY,L17-034909,LIC ALTERED,VET,,ARL,G000289,LICENSE
A550252,DOG,TAN,SHEPHERD,GERM SHEPHERD,,,,,,,
A552921,CAT,,LONGHAIR,DOMESTIC LH,,,,,,,
A558852,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A580198,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A584534,DOG,BROWN,MASTIFF,MASTIFF,L15-009824,LIC ALTERED,HLP WEB,,4306137,G000053,SHELTER
A630843,DOG,,TOY,CHIHUAHUA SH,,,,,,,
A611799,CAT,GRAY,SHORTHAIR,DOMESTIC SH,L16-023185,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A627231,DOG,WHITE,MASTIFF,PIT BULL,R17-004226,RABIES CERT,COUNTER,,AMC,G000338,LICENSE
A453520,DOG,,MASTIFF,BOXER,D14-021361,LIC SR,VET,DERBY CITY,HMA,G000250,SHELTER
A560440,CAT,,SHORTHAIR,DOMESTIC SH,L16-025673,LIC SR,VET,AUBURNDALE,LB,G000052,SHELTER
A585167,DOG,BLACK,TOY,SHIH TZU,L16-000027,LIC ALTERED,COUNTER,METRO,DJR,G124495,SHELTER
A612689,CAT,,SHORTHAIR,DOMESTIC SH,U17-009006,RABIES CERT,HLP SCAN,,5583765,G000340,LOCKBOX
A602302,DOG,BLACK,MASTIFF,PIT BULL,L16-020024,LIC ALTERED,COUNTER,,ARL,G000057,SHELTER
A592887,DOG,BLACK,TOY,SHIH TZU,R16-3416,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A541648,DOG,,TOY,PUG,RAB596781,RABIES CERT,VET,BANFIELD,LB,G000058,LICENSE
A613025,DOG,,MASTIFF,BOXER,L17-016809,LIC ALTERED,HLP WEB,HIGHLANDS,5620732,G000339,SHELTER
A561585,DOG,,MASTIFF,NEAPOLITAN MAST,R15-003363,RAB VAC CERT.,VET,,3552327,G000078,SHELTER
A189393,CAT,WHITE,SHORTHAIR,DOMESTIC SH,C06-007644,LIC ALTERED,,JEFFERSON,DR,,LICENSE
A582068,DOG,WHITE,TERRIER,SCHNAUZER MIN,L16-041934,LIC ALTERED,HLP WEB,,4834696,G000376,LOCKBOX
A580757,DOG,,SETTER/RETRIEVE,LABRADOR RETR,U16-005989,RABIES CERT,HLP IMPORT,,4132406,G000058,LOCKBOX
A587353,DOG,,TOY,DACHSHUND LH,985112006820616,MICROCHIP,HLP IMPORT,,4433370,,LOCKBOX
A587453,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A566781,DOG,,TOY,PUG,L16-001565,LIC SR,HLP SCAN,,4683720,G000250,LOCKBOX
A578758,DOG,,MASTIFF,PIT BULL,,,,,,,
A576043,DOG,TAN,HOUND,BEAGLE,L15-039635,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A589799,DOG,WHITE,MASTIFF,PIT BULL,L16-008285,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A469069,DOG,WHITE,MASTIFF,AM PIT BULL TER,L14-051278,LIC ALTERED,HLP SCAN,,2692061,G000291,SHELTER
A556521,DOG,,HOUND,BEAGLE,R15-2934,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A600952,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-031009,LIC ALTERED,VET,,ARL,G000289,SHELTER
A575649,CAT,WHITE,LONGHAIR,DOMESTIC LH,L15-007653,LIC ALTERED,HLP WEB,,3951342,G000053,LOCKBOX
A581227,CAT,,LONGHAIR,RAGDOLL,,,,,,,
A619502,DOG,WHITE,SHEPHERD,GERM SHEPHERD,L17-018987,LIC ALTERED,HLP WEB,,5941282,G000402,LOCKBOX
A623267,CAT,,SHORTHAIR,AMER SH,,,,,,,
A617021,CAT,,SHORTHAIR,DOMESTIC SH,L16-010095,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A595763,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A588490,DOG,,SHEPHERD,GERM SHEPHERD,L16-038602,LIC ALTERED,HLP WEB,,4466748,G000053,LOCKBOX
A618387,DOG,CREAM,SHEPHERD,GERM SHEPHERD,985113000049809,MICROCHIP,HLP WEB,,5894053,,LOCKBOX
A578414,DOG,,,UNKNOWN,L15-020762,LIC ALTERED,HLP IMPORT,,4042197,G000372,LOCKBOX
A563418,DOG,WHITE,HOUND,ENG COONHOUND,L14-018581,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A606187,DOG,WHITE,TOY,SHIH TZU,L16-004374,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A625524,DOG,BLACK,HOUND,BEAGLE,L17-014709,LIC ALTERED,VET,,AMC,G000088,LICENSE
A552354,DOG,TAN,TOY,YORKSHIRE TERR,U15-000632,RABIES CERT,HLP IMPORT,,3245809,G000058,LOCKBOX
A549503,DOG,,SHEPHERD,GERM SHEPHERD,L14-005428,LIC ALTERED,HLP SCAN,,3154312,G000069,LOCKBOX
A466818,DOG,,TOY,CHIHUAHUA SH,D13-061472,LIC SR,MAIL,DR JOHNS,JF,,SHELTER
A570351,DOG,,TOY,SHIH TZU,L15-010670,LIC ALTERED,VET,BARBOUR,LB,G000059,SHELTER
A611521,CAT,,LONGHAIR,DOMESTIC MH,,,,,,,
A611215,DOG,,POODLE,POODLE MIN,L17-022512,LIC ALTERED,HLP WEB,,6501751,G000362,LOCKBOX
A630110,DOG,,MASTIFF,PIT BULL,L17-009305,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A613245,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A555148,CAT,BLACK,SHORTHAIR,DOMESTIC SH,U15-001215,RABIES CERT,HLP IMPORT,,3341023,G000058,LOCKBOX
A495602,DOG,BROWN,TERRIER,JACK RUSS TER,L15-020715,LIC ALTERED,VET,SNIP,ARL,G000372,SHELTER
A169769,DOG,,POODLE,POODLE STND,L17-022663,LIC ALTERED,HLP WEB,,6526177,G000347,LOCKBOX
A630879,DOG,WHITE,HOUND,BEAGLE,982000364368631,MICROCHIP,HLP WEB,,6575126,,LOCKBOX
A631403,DOG,,TOY,DACHSHUND,,,,,,,
A590134,CAT,WHITE,SHORTHAIR,DOMESTIC SH,RAB-45685,RAB VAC CERT.,VET,SENECA,LB,G000360,SHELTER
A552621,DOG,TAN,TOY,TOY FOX TERRIER,L14-007585,LIC ALTERED,VET,,AMC,G000088,SHELTER
A557801,DOG,WHITE,MASTIFF,PIT BULL,L15-014488,LIC UNALTERED,COUNTER,MAS,LB,G124495,LICENSE
A621879,DOG,,HOUND,BASSET HOUND,R17-724279,RAB VAC CERT.,VET,BANFIELD,,G000056,SHELTER
A617662,DOG,,TOY,BOSTON TERRIER,985113000874833,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A592010,DOG,,TOY,SHIH TZU,,,,,,,
A630359,DOG,,TOY,CHIHUAHUA SH,L17-003965,LIC ALTERED,VET,,SM,G000059,LICENSE
A588789,DOG,,SHEEPDOG,BEARDED COLLIE,985112004856440,MICROCHIP,HLP WEB,,4472728,,SHELTER
A315917,DOG,BLACK,COLLIE,AUST SHEPHERD,D09-026054,LIC SR,,DERBY CITY,JG,G000250,SHELTER
A578373,DOG,,,UNKNOWN,L15-020711,LIC ALTERED,HLP IMPORT,,4042136,G000372,LOCKBOX
A592281,CAT,WHITE,SHORTHAIR,AMER SH,L17-017617,LIC ALTERED,HLP WEB,,5730017,G000402,LOCKBOX
A614606,DOG,BROWN,TERRIER,JACK RUSS TER,L17-012154,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A559291,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A552353,DOG,,HOUND,BEAGLE,U16-006095,RABIES CERT,HLP IMPORT,,4132512,G000056,LOCKBOX
A565097,CAT,BLK TABBY,SHORTHAIR,DOMESTIC SH,,,,,,,
A624691,DOG,TAN,SPITZ,FINNISH SPITZ,L17-047806,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A613096,DOG,,TOY,DACHSHUND,L16-059725,LIC ALTERED,VET,JEFFERSON,LB,G000072,SHELTER
A600413,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A621015,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A632342,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A552120,DOG,,POODLE,POODLE MIN,L16-048973,LIC SR,COUNTER,,AMC,G000338,SHELTER
A632060,CAT,BL BRINDLE,SHORTHAIR,DOMESTIC SH,985113001463598,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A558402,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A617536,DOG,RED,MASTIFF,ROTTWEILER,L17-040329,LIC 3Y,VET,AUDUBON,LB,G000055,SHELTER
A552550,DOG,,POODLE,POODLE STND,U15-000909,RABIES CERT,HLP IMPORT,,3246091,G000058,LOCKBOX
A461641,DOG,,TERRIER,MIN PINSCHER,L17-006825,LIC 3Y,COUNTER,DAVIS,,G000064,LICENSE
A603708,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A552352,DOG,WHITE,TOY,CHIHUAHUA SH,985112004680648,MICROCHIP,HLP IMPORT,,3245806,,LOCKBOX
A572088,CAT,,SHORTHAIR,DOMESTIC SH,U15-004358,RABIES CERT,HLP IMPORT,,3862582,G000057,LOCKBOX
A597313,DOG,WHITE,MASTIFF,STAFFORDSHIRE,985112007516586,MICROCHIP ADO,ADOPT,,,,SHELTER
A536095,DOG,,TOY,YORKSHIRE TERR,L14-024827,LIC 3YSR,HLP SCAN,,2879568,G000250,SHELTER
A570034,DOG,,COLLIE,BORDER COLLIE,L15-051669,LIC ALTERED,VET,DIXIE,,G000053,SHELTER
A571017,DOG,,TOY,CHIHUAHUA SH,L16-040833,LIC ALTERED,HLP WEB,,4692757,G000060,LOCKBOX
A606424,DOG,,TOY,POMERANIAN,L16-034225,LIC 3Y,HLP SCAN,,5183508,G000064,LOCKBOX
A597430,DOG,,COLLIE,BORDER COLLIE,,,,,,,
A302679,DOG,WHITE,SPITZ,SIBERIAN HUSKY,L14-021358,LIC ALTERED,HLP SCAN,,2877709,G000069,SHELTER
A595140,DOG,,MASTIFF,PIT BULL,,,,,,,
A564065,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-010362,LIC ALTERED,HLP SCAN,,6211487,G000069,LOCKBOX
A609382,DOG,TAN,HOUND,BEAGLE,L18-015060,LIC ALTERED,HLP WEB,,6687908,G000104,LOCKBOX
A566413,DOG,,POODLE,POODLE STND,L16-046803,LIC ALTERED,VET,ST MATTHEW,LB,G000222,SHELTER
A562289,DOG,,HOUND,BLOODHOUND,U16-007577,RABIES CERT,HLP IMPORT,DEF3,4497137,G000058,LOCKBOX
A606064,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
