County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Cattaraugus,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus viridifrons,Green-faced Clubtail,S1,G3G4
Livingston,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Lewis,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Greene,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Niagara,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Genesee,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,S1,G5
Erie,Animal,Fish,"Minnows, Shiners, Suckers",Notropis dorsalis,Bigmouth Shiner,S2,G5
Suffolk,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Cayuga,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,S3,G5T5
Cattaraugus,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Washington,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,S2S3,G3G4
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,S2,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Smilax pulverulenta,Powdery Carrion Flower,S1,G4G5
Chemung,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Cayuga,Plant,Flowering Plants,Grasses,Diplachne fusca ssp. fascicularis,Salt-meadow Grass,S1S2,G5T5
Schuyler,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing,S2S3,G5
St. Lawrence,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Cortland,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Greene,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Queens,Animal,Amphibians,Frogs and Toads,Scaphiopus holbrookii,Eastern Spadefoot,S2S3,G5
Erie,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Erie,Animal,Crustaceans,Crayfish and Crabs,Cambarus diogenes,Devil Crawfish,S2,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Fraxinus profunda,Pumpkin Ash,S1,G4
Bronx,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,S1S2,G4
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,S3,G5
Fulton,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Richmond,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Orange,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,S3,G3G4
Rensselaer,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium torreyanum,Fringed Boneset,S2,G5T4T5
Genesee,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,S3,G4
Ulster,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,S2S3,G5?
Saratoga,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing,S2S3,G5
Rensselaer,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,S5B,G5
Ulster,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,S5,G5
Niagara,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Orleans,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,S3?B,G4
Schoharie,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Cattaraugus,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Greene,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,S2S3,G3G4
Essex,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch,S2,G5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,S2S3,G5
Cortland,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,S3,G5
Wyoming,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,S2,G5
Niagara,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Wayne,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Allegany,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Albany,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,S2S3,G4?
Suffolk,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Bombus) affinis,Rusty-patched Bumble Bee,SH,G1
Saratoga,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Madison,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Essex,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,S3,G3G4
Orange,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Essex,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,S3B,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Rumex hastatulus,Heart Sorrel,SH,G5
Essex,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Nassau,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Queens,Plant,Flowering Plants,Other Flowering Plants,Suaeda linearis,Narrow-leaf Sea Blite,S1S2,G5
Delaware,Animal,Amphibians,Salamanders,Cryptobranchus alleganiensis,Hellbender,S2,G3G4
Ulster,Plant,Ferns and Fern Allies,Ferns,Crepidomanes intricatum,Appalachian Bristle Fern,S1,G4G5
Livingston,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Orange,Plant,Flowering Plants,Sedges,Carex shortiana,Short's Sedge,S1,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Ontario,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Putnam,Animal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad,S2,G4
Sullivan,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Ontario,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Chautauqua,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,S4,G5
Dutchess,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich shrub fen,Rich Shrub Fen,S1S2,G3G4
Schoharie,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,S3B,G5
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Livingston,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,S5,G5
St. Lawrence,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,S2,G5T5
Greene,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,S2,G5T4
Clinton,Animal,Butterflies and Moths,Moths,Drasteria adumbrata,Shadowy Arches,S1S2,G4
Essex,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Seneca,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Orange,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Orange,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus viridifrons,Green-faced Clubtail,S1,G3G4
Broome,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander,S2S3,G5
Monroe,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,S2,G5
Dutchess,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,S4S5,G5
Otsego,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen,S1S2,G3
Seneca,Animal,Fish,"Minnows, Shiners, Suckers",Erimyzon sucetta,Lake Chubsucker,SH,G5
Chemung,Natural Community,Uplands,Forested Uplands,Appalachian oak-pine forest,Appalachian Oak-Pine Forest,S4,G4G5
Nassau,Natural Community,Tidal Wetlands,Intertidal Wetlands,High salt marsh,High Salt Marsh,S3S4,G4
Tioga,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Rockland,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,S3,G3G4
Essex,Animal,Fish,Mooneyes,Hiodon tergisus,Mooneye,S2,G5
Lewis,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Saratoga,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Otsego,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Oswego,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Ulster,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Saratoga,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus anomalus,Extra-striped Snaketail,S2S3,G4
Yates,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Greene,Plant,Ferns and Fern Allies,Ferns,Lygodium palmatum,Climbing Fern,S1,G4
Ulster,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,S1S2,G5T5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Ranunculus cymbalaria,Seaside Crowfoot,SH,G5
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,S3?B,G5
Chemung,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Nassau,Plant,Flowering Plants,Grasses,Chasmanthium laxum,Slender Spike Grass,S1,G5
Delaware,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,S2,G5
Columbia,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Putnam,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Lewis,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Albany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Essex,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Orange,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,S4S5,G5
Jefferson,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Fulton,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Rockland,Animal,Dragonflies and Damselflies,Dragonflies,Ladona deplanata,Blue Corporal,S2S3,G5
Saratoga,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,"S2S3B,SNRN",G5
Nassau,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Suffolk,Natural Community,Marine,Marine Intertidal,Marine intertidal gravel/sand beach,Marine Intertidal Gravel/Sand Beach,S3,G5
Richmond,Animal,Dragonflies and Damselflies,Dragonflies,Libellula needhami,Needham's Skimmer,S3,G5
Broome,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster erronea,Tiger Spiketail,S1,G4
Monroe,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Wyoming,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Chenango,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Madison,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,S1S2,G4Q
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting,S1,G5
Orange,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,S3,G5T5
Clinton,Animal,Birds,"Grouse, Pheasants, Turkeys",Falcipennis canadensis,Spruce Grouse,S2,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Euphorbia ipecacuanhae,American Ipecac,S1,G5
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,S1S2,G3
Warren,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,S5,G5
Warren,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Amianthium muscitoxicum,Fly-poison,SX,G4G5
St. Lawrence,Natural Community,Uplands,Barrens and Woodlands,Boreal heath barrens,Boreal Heath Barrens,S1,G3G4
Columbia,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Fulton,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Fulton,Plant,Flowering Plants,Sedges,Eleocharis robbinsii,Robbins Spike Rush,S3,G4G5
Clinton,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Washington,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,S2,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,S3?B,G5
Yates,Plant,Flowering Plants,Other Flowering Plants,Rhodiola integrifolia ssp. leedyi,Leedy's Roseroot,S1,G5T1
Dutchess,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Chenango,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,S3,G5T5
Chautauqua,Animal,Fish,"Minnows, Shiners, Suckers",Notropis dorsalis,Bigmouth Shiner,S2,G5
Fulton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull,S4,G5
Greene,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,S3,G5
Chautauqua,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White,S3,G3?
Ontario,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,S5,G5
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,S1S2,G3
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,S1,GNR
Albany,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Genesee,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,S3B,G5
Monroe,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Livingston,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Wyoming,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Chautauqua,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Madison,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Erie,Plant,Flowering Plants,Other Flowering Plants,Clinopodium arkansanum,Calamint,SX,G5
Ontario,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Tioga,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Yates,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,S1S2,G5T4T5
Orange,Animal,Butterflies and Moths,Moths,Speranza exonerata,Barrens Itame,S1S3,G3G4
Genesee,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,S3,G5
Onondaga,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,S2,G5T5
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,S2,G5
Orange,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,S2,G5
Oswego,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,S5,G5
Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster erronea,Tiger Spiketail,S1,G4
Monroe,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,S3,G5
Schuyler,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,S3,G5
Dutchess,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Hamilton,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Herkimer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Wayne,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Essex,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Cobble shore wet meadow,Cobble Shore Wet Meadow,S2,G3?
Hamilton,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Saratoga,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,SNA,GNA
Madison,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Orleans,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Clinton,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Greene,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander,S2S3,G5
Clinton,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Dutchess,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,S3,G5
Orleans,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Allegany,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Lewis,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Seneca,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,S2,G5
Essex,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Medium fen,Medium Fen,S2S3,G3G4
Schuyler,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,S3,G5
Nassau,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Tompkins,Plant,Mosses,Other Mosses,Taxiphyllum taxirameum,Yew-leaf moss,S2,G4G5
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,SH,G5T3T5
Schuyler,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Saratoga,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya collaris,Ring-necked Duck,S3,G5
Livingston,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Clinton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,S5,G5
Schenectady,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,SH,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,S1,G5
New York,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,S2,G5T5
Rensselaer,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,S4,G5
Schuyler,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Clinton,Animal,Fish,"Minnows, Shiners, Suckers",Notropis amoenus,Comely Shiner,S2?,G5
Niagara,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Tompkins,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Monroe,Plant,Ferns and Fern Allies,Ferns,Dryopteris celsa,Log Fern,S1,G4
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-swamp white oak swamp,Red Maple-Swamp White Oak Swamp,S2,G4G5
Jefferson,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Warren,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,S1S2,G4
Madison,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,S3B,G5
Schuyler,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,S1,G5
Cortland,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Bronx,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Wayne,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Putnam,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Livingston,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Cayuga,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,S5B,G5
Delaware,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Bog lake/pond,Bog Lake/Pond,S3,G4
Montgomery,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium altissimum,Tall Thistle,SX,G5
Schoharie,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Franklin,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
New York,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Seneca,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Genesee,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,S5,G5
Schoharie,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Orange,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat,S2?B,G5
Oneida,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Schoharie,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Franklin,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
