Production Year,Operator,County,Town,Producing Formation,Injection Wells,Disposal Wells,"Oil Produced, bbl",Purchaser Codes
1993,"Copper Ridge Oil, Inc.",Steuben,WEST UNION,FULMER VALLEY,7,0,1208,OA
1972,Iroquois Gas Corp.,Erie,ALDEN,MEDINA,0,0,0,GX
1988,Mitchell Exploration Corp.,Seneca,JUNIUS,QUEENSTON,0,0,0,
1994,"Ardent Resources, Inc.",Madison,LEBANON,HERKIMER-ONEIDA,0,0,0,GH
1987,Cunningham Natural Gas Corp.,Allegany,WILLING,ORISKANY,0,0,0,GM
1984,"B.C.R. Development, Inc.",Cattaraugus,PORTVILLE,BRADFORD,0,0,0,
1983,"Aurelius Gas Company, Inc.",Seneca,WATERLOO,MEDINA,0,0,0,
1997,Seneca Resources Corporation,Erie,WALES,MEDINA,0,0,0,
1991,"Lebarron, Paul",Steuben,TROUPSBURG,FULMER VALLEY,0,0,0,
1997,Lomak Operating Company,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GK"
1997,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,MEDINA,0,0,0,
1982,"Dudeck, James R",Chautauqua,POMFRET,DEVONIAN SHALE,0,0,0,
1975,"Pratt,  Joan E.",Allegany,ALMA,RICHBURG,0,0,158,OB
1996,"Neyman, Robert L. & Maureen J.",Genesee,BATAVIA,MEDINA,0,0,0,
1994,L. W. Resources,Chautauqua,BUSTI,MEDINA,0,0,0,GK
1970,"Cooper, Elton C",Allegany,ANDOVER,FULMER VALLEY,0,0,70,OB
1995,"Eclipse Management Assoc., Inc",Chautauqua,MINA,MEDINA,0,0,0,GK
1989,"Empire Exploration, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,GK
1994,Seneca Resources Corporation,Erie,COLLINS,AKRON,0,0,0,GK
1976,"Flint Oil & Gas, Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1992,"Lebarron, Paul",Steuben,TROUPSBURG,FULMER VALLEY,0,0,0,
1986,Joyce Management Corp.,Allegany,ANDOVER,FULMER VALLEY,0,0,144,OB
1987,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,MEDINA,0,0,0,GK
1991,"Warriner, Wayne",Steuben,GREENWOOD,PENNY,0,0,0,
1999,"Reynolds, James W",Allegany,WELLSVILLE,RICHBURG,0,0,0,
1969,Consolidated Gas Supply Corp.,Wyoming,COVINGTON,MEDINA,0,0,0,GX
1986,Walker Exploration & Production Corp.,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1997,"Carls, Thomas A",Cattaraugus,ALLEGANY,BRADFORD,0,0,158,OA
1976,"Jennings, Earl",Allegany,ALMA,RICHBURG,0,0,485,OB
1989,Buchanan & Hatch Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,90,OA
1989,Miller Brewing Co.,Cayuga,AURELIUS,QUEENSTON,0,0,0,GX
1995,"Universal Resources Holdings, Incorporated",Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1967,Iroquois Gas Corp.,Erie,MARILLA,MEDINA,0,0,0,GX
1985,"Winter's Railroad Service, Inc",Erie,NORTH COLLINS,MEDINA,0,0,0,
1985,Go Gas Drilling Co.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1987,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1985,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,7,0,0,
1994,"McCool, John E.",Chautauqua,CARROLL,MEDINA,0,0,0,GH
1991,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,0,0,0,GX
1971,"Devlin,  W Festate",Cattaraugus,ALLEGANY,BRADFORD,0,0,262,OC
1974,Columbia Gas Transmission Corp.,Chautauqua,,MEDINA,0,0,0,
1984,"American Penn Energy,  Inc.",Erie,CONCORD,MEDINA,0,0,0,GK
1974,Rhodes & Raymond,Cattaraugus,,BRADFORD,0,0,0,
1995,Fea Gas Co.,Chautauqua,SHERIDAN,MEDINA,0,0,0,GK
1979,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,RICHBURG,0,0,4046,GT
1977,"Tellinghuisen, George",Chautauqua,BUSTI,GLADE,0,0,2160,OB
1975,"Reserve Gas Company, Inc.",Erie,,,0,0,0,
1995,Lomak Operating Company,Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1991,TGX Corp.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1987,Pennzoil Products Co.,Cattaraugus,ALLEGANY,CHIPMUNK,303,0,44349,OA
1999,"Clark, Ralph",Allegany,GENESEE,RICHBURG,0,0,0,
1987,"Texas Brine Company, LLC",Cattaraugus,PORTVILLE,BRADFORD,0,0,0,
1992,"Perry, Gerald W",Allegany,ANDOVER,PENNY,0,0,0,
1979,Le Roy Central School,Genesee,LE ROY,MEDINA,0,0,0,
1977,Evinczik & Johnson,Chautauqua,BUSTI,GLADE,0,0,299,OB
1977,"Evinczik, Mitchell B",Chautauqua,BUSTI,GLADE,0,0,105,OB
1975,Bean Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,0,
1991,"Atwood Energy, Inc.",Cattaraugus,HINSDALE,UPPER DEVONIAN,0,0,0,
1991,"Empire Exploration, Inc.",Chautauqua,HARMONY,MEDINA,0,0,0,GX
1993,Cal Ban Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,467,OC
1982,Walters & Johnson,Chautauqua,BUSTI,GLADE,0,0,607,OA
1984,"Energy Oil, Inc.",Genesee,PEMBROKE,MEDINA,0,0,0,GK
1999,"Growers Coop Grape Juice Co.,  Inc",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1996,"Warren, Malcolm",Genesee,PEMBROKE,MEDINA,0,0,0,
1978,"Satterlee, Alver",Cattaraugus,,CHIPMUNK,0,0,570,"GT,OA"
1991,"Johnson, Mark & Troy",Chautauqua,BUSTI,GLADE,0,0,5412,"OA,OB"
1989,Ginell Oil & Gas Association.,Erie,EVANS,MEDINA,0,0,0,GK
1986,Meridian Exploration Corp.,Cayuga,AURELIUS,QUEENSTON,0,0,0,GX
1993,"Warren, Malcolm",Genesee,PEMBROKE,MEDINA,0,0,0,
1989,"Trahan Petroleum, Inc.",Cattaraugus,CONEWANGO,MEDINA,0,0,0,GH
1991,Meridian Exploration Corp.,Cayuga,SENNETT,QUEENSTON,0,0,0,GX
1984,"Envirogas, Inc.",Chautauqua,ELLERY,MEDINA,0,0,0,
1967,Bentley Drilling Company,Cattaraugus,,,0,0,0,
1998,L. W. Resources,Erie,EVANS,MEDINA,0,0,0,GK
1970,Potter Oil Co.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,2842,"GX,OB"
1998,Big Tree Energy Partners,Wyoming,CASTILE,MEDINA,0,0,0,GP
1989,"Giras, Daniel F.",Erie,ALDEN,MEDINA,0,0,0,
1984,"J & J Realty, Inc.",Erie,NORTH COLLINS,MEDINA,0,0,0,GK
1992,"Black, Terry F",Cattaraugus,ALLEGANY,BRADFORD,0,0,1380,OA
1994,"Vandermark Exploration, Inc.",Steuben,HOWARD,ORISKANY,0,0,0,GK
1995,"Ardent Resources, Inc.",Livingston,YORK,MEDINA,0,0,0,GH
1996,"Fairmont Oil Co., Inc.",Allegany,CANEADEA,MEDINA,0,0,0,
1986,"Subsea Oil & Gas, Inc.",Erie,EDEN,MEDINA,0,0,0,GK
1991,U S Energy Development Corp.,Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1999,Klein Oil & Logging,Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,395,OD
1977,"Bucher, William C",Cattaraugus,ALLEGANY,BRADFORD,0,0,34,OA
1983,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,MEDINA,0,0,0,
1984,"Borglum, Elsie J.",Yates,BENTON,QUEENSTON,0,0,0,
1977,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,1380,OB
1987,"Dest Exploration, Inc.",Chautauqua,STOCKTON,MEDINA,0,0,0,
1993,"Growers Coop Grape Juice Co.,  Inc",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1971,"Enchanted Mountain Oil Co.,Inc",Cattaraugus,ELLICOTTVILLE,UPPER DEVONIAN,0,0,0,
1999,"Ardent Resources, Inc.",Yates,TORREY,QUEENSTON,0,0,0,
1994,U S Energy Development Corp.,Cattaraugus,OTTO,MEDINA,0,0,0,GK
1989,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1988,Midwest O & G Ltd Partnership,Chautauqua,HANOVER,MEDINA,0,0,0,
1990,"Subsea Oil & Gas, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1989,Berea Oil & Gas Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,0,0,14921,"GH,OB"
1995,Seneca Resources Corporation,Chautauqua,CLYMER,MEDINA,0,0,0,GX
1995,Big Tree Energy Partners,Wyoming,PERRY,MEDINA,0,0,0,GP
1998,"Pagels, James",Allegany,WELLSVILLE,FULMER VALLEY,0,0,0,
1984,Tipperary Oil & Gas Corp.,Oswego,WILLIAMSTOWN,TRENTON,0,0,0,
1994,"Becker, John",Erie,ALDEN,MEDINA,0,0,0,
1998,Terra Energy,Chautauqua,SHERIDAN,MEDINA,0,0,0,"GD,GX"
1970,Pavilion Natural Gas Co.,Genesee,PAVILION,MEDINA,0,0,0,GX
1992,Meridian Exploration Corp.,Seneca,VARICK,QUEENSTON,0,0,0,GX
1995,Seneca Resources Corporation,Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1984,"Arapaho Ventures of NY, Inc.",Wyoming,WARSAW,MEDINA,0,0,0,GH
1980,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,0,0,0,
1995,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,MEDINA,0,0,0,
1998,"Farley, Thomas",Wyoming,PERRY,MEDINA,0,0,0,
1969,Ashland Exploration Co.,Cayuga,ASHLAND,QUEENSTON,0,0,0,GX
1992,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1994,"County Line Stone Co., Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1984,"S & M Resources,  Inc.",Chautauqua,ELLERY,ONONDAGA,0,0,4264,OB
1988,Chautauqua Lake Central School District,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,
1987,"Hugoton Petroleum,  Inc.",Chautauqua,HARMONY,MEDINA,0,0,0,"GH,GK"
1994,"Gallets, Clair F",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,0,
1991,"Tony's, Inc.",Chautauqua,PORTLAND,MEDINA,0,0,0,
1985,"Torrey, Richard",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,488,OC
1981,"SCG Gas Quest, Inc.",Erie,EDEN,MEDINA,0,0,0,
1994,"Gabel, Elizabeth A.",Chemung,VAN ETTEN,ORISKANY,0,0,0,
1970,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,CARROLLTON,BRADFORD,0,0,229,OC
1997,"Desert Gas Exploration, Inc.",Chautauqua,CARROLL,MEDINA,0,0,0,GK
1989,Laurdon Gas,Chautauqua,GERRY,MEDINA,0,0,0,GH
1979,Wyckoff Development Co.,Steuben,JASPER,ORISKANY,0,0,0,GK
1998,Cunningham Natural Gas Corp.,Schuyler,DIX,UNKNOWN,0,0,0,
1987,Walker Exploration & Production Corp.,Cattaraugus,RANDOLPH,MEDINA,0,0,0,GH
1986,"Handy, James R",Erie,MARILLA,MEDINA,0,0,0,
1992,TGX Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GK,GX"
1988,"Frey Well Drilling, Inc.",Erie,ALDEN,MEDINA,0,0,0,"GK,GX"
1997,"Notaro, Sonia",Chautauqua,CHAUTAUQUA,UPPER DEVONIAN,0,0,0,
1992,Pembroke Central School District,Genesee,PEMBROKE,MEDINA,0,0,0,
1986,Walker Exploration & Production Corp.,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1979,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,0,0,
1996,"Rudnik, Florian & Carol",Erie,MARILLA,MEDINA,0,0,0,
1984,Potter Oil Co.,Allegany,INDEPENDENCE,FULMER VALLEY,6,0,1976,"GK,OB"
1982,"Smith, Gerald G. J.",Allegany,GENESEE,RICHBURG,0,0,820,OB
1970,Iroquois Gas Corp.,Ontario,BRISTOL,MEDINA,0,0,0,GX
1986,"Templeton Energy,  Inc.",Chautauqua,PORTLAND,MEDINA,0,0,0,"GK,GX"
1970,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,1187,OA
1977,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,0,0,0,GX
1983,"Lenape Resources Corp., The",Chautauqua,ELLERY,BASS ISLAND,0,0,0,
1991,"McCool, John E.",Chautauqua,CARROLL,MEDINA,0,0,0,GH
1996,Seneca Resources Corporation,Erie,ALDEN,MEDINA,0,0,0,GK
1989,"Kidder Exploration, Inc.",Cattaraugus,LEON,MEDINA,0,0,0,"GK,GX"
1998,"Wilkes Energy, Inc.",Cattaraugus,LEON,WHIRLPOOL,0,0,0,GX
1985,Weaver Gas Well Management,Genesee,PAVILION,MEDINA,0,0,0,GK
1995,Estate of Thomas G. Louser,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,0,
1991,M & W Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,94,OB
1998,"REI-NY, LLC",Chautauqua,ELLERY,MEDINA,0,0,0,GH
1983,Eye Petroleum Association,Erie,EDEN,MEDINA,0,0,0,
1988,National Fuel Gas Supply Corp.,Cattaraugus,DAYTON,MEDINA,0,0,0,GK
1988,"Lenape Resources Corp., The",Chautauqua,ELLERY,MEDINA,0,0,0,GK
1993,Transfuel Resources Co.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GK"
1980,Shorewood Farms Drilling,Erie,HAMBURG,MEDINA,0,0,0,
1999,"Skubis, Daniel J.",Chautauqua,POMFRET,MEDINA,0,0,0,
1987,"F. L. Stead & Associates,  Inc.",Erie,EVANS,MEDINA,0,0,0,GU
1983,Miller Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,138,
1983,"Westmin Resources,  Inc.",Livingston,OSSIAN,MEDINA,0,0,0,
1967,Iroquois Gas Corp.,Allegany,ALMA,CHEMUNG,0,0,0,GX
1992,Ashland Farms LLC,Cayuga,LEDYARD,QUEENSTON,0,0,0,
1990,Baker & Odonnell Dev. Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,0,OB
1984,National Fuel Gas Supply Corp.,Erie,,MEDINA,0,0,0,
1992,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GA
1982,Waste Water Treatment Plant,Chautauqua,DUNKIRK,MEDINA,0,0,0,
1997,Lundberg-Gilmore Delores,Cattaraugus,OLEAN,BRADFORD,0,0,183,OA
1996,"Frey Well Drilling, Inc.",Erie,WALES,MEDINA,0,0,0,
1988,Walker Exploration & Production Corp.,Cattaraugus,DAYTON,MEDINA,0,0,0,
1995,"Ruch, Jack E.",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1967,"Warner Bros Well Drilling, Inc",Erie,HOLLAND,MEDINA,0,0,0,GX
1997,Whiting Door Manufacturing Corp.,Erie,NEWSTEAD,MEDINA,0,0,0,
1979,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,CARROLLTON,BRADFORD,0,0,343,GT
1997,"Farrar, Irmgard",Chautauqua,PORTLAND,MEDINA,0,0,0,
1985,"Barnes, Gertrude",Cattaraugus,ALLEGANY,BRADFORD,0,0,34,OA
1992,Iroquois Central School District,Erie,ELMA,MEDINA,0,0,0,
1988,U S Energy Development Corp.,Chautauqua,SHERMAN,MEDINA,0,0,0,GH
1986,"Smith, Gerald G. J.",Allegany,GENESEE,RICHBURG,0,0,734,OB
1991,U S Energy Development Corp.,Chautauqua,CHARLOTTE,ONONDAGA-BASS ISLAND,0,0,0,
1999,Belden & Blake Corporation,Chautauqua,ELLERY,BASS ISLAND,0,0,2418,"GK,OA"
1985,National Fuel Gas Supply Corp.,Cattaraugus,DAYTON,MEDINA,0,0,0,GK
1988,"Kelkenberg, Gordon L",Erie,NEWSTEAD,MEDINA,0,0,0,
1985,Berea Oil & Gas Corp.,Chautauqua,GERRY,MEDINA,0,0,0,GH
1986,"Mesler, Norman C",Allegany,BOLIVAR,RICHBURG,44,0,3,OB
1989,"Blanke, Richard L",Wyoming,COVINGTON,MEDINA,0,0,0,
1999,"Ivett, Donald L. & Jeanette V.",Chautauqua,VILLENOVA,MEDINA,0,0,0,
1980,Columbia Gas Transmission Corp.,Chautauqua,SHERMAN,MEDINA,0,0,0,
1984,CNG Transmission Corp.,Ontario,PHELPS,NIAGARA,0,0,0,
1973,Helmhold Oil,Allegany,,,0,0,360,OB
1981,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,0,0,0,GK
1995,"Day, James W",Allegany,BOLIVAR,RICHBURG,0,0,300,OC
1982,Bennett Petroleum Corp.,Livingston,LEICESTER,MEDINA,0,0,0,GH
1999,"Naar, Manfred",Steuben,CAMERON,RHINESTREET,0,0,0,
1991,Benson Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,181,OB
1999,"Stiegler, Daniel M.",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1985,"Templeton Energy,  Inc.",Erie,MARILLA,MEDINA,0,0,0,GK
1981,G & G Oil & Gas Co.,Erie,ORCHARD PARK,MEDINA,0,0,0,
1983,"Joyce, Genevieve",Allegany,ANDOVER,FULMER VALLEY,0,0,124,
1997,Akron Central School District,Erie,NEWSTEAD,MEDINA,0,0,0,
1973,Ashland Exploration Co.,Cayuga,ASHLAND,QUEENSTON,0,0,0,GX
1993,Transfuel Resources Co.,Chautauqua,CLYMER,MEDINA,0,0,0,"GH,GK"
1998,"Cummings, Donald R.",Wyoming,BENNINGTON,MEDINA,0,0,0,
1999,Schreiner Oil and Gas Inc.,Erie,ORCHARD PARK,MEDINA,0,0,0,GX
1987,Cat/Al/Er/Wy BOCES,Allegany,AMITY,MARCELLUS,0,0,0,
1998,"Kabel, Ruth, G.",Erie,ORCHARD PARK,MEDINA,0,0,0,
1986,"American Penn Energy,  Inc.",Chautauqua,CHARLOTTE,MEDINA,0,0,0,GH
1977,J.J.F.Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,724,OA
1997,Estate of James D. Greene,Allegany,ALMA,RICHBURG,15,0,16,OD
1986,"Boser, Kenneth M.",Cattaraugus,ALLEGANY,BRADFORD,0,0,389,OB
1999,"Nornew, Inc.",Cattaraugus,LEON,MEDINA,0,0,0,GK
1983,Libra Petroleum Company,Chautauqua,BUSTI,GLADE,0,0,3535,
1997,"Thompson, Stanley",Chautauqua,BUSTI,GLADE,0,0,64,OD
1992,TGX Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,0,0,696,"GX,OA"
1984,National Fuel Gas Supply Corp.,Erie,NEWSTEAD,MEDINA,0,0,0,
1990,Coakley-Pizza Oil & Gas,Steuben,HOWARD,,0,0,0,
1986,"Envirocorp, Inc.",Chautauqua,CLYMER,MEDINA,0,0,0,
1970,Iroquois Gas Corp.,Erie,HAMBURG,MEDINA,0,0,0,GX
1978,Consolidated Gas Supply Corp.,Erie,CONCORD,MEDINA,0,0,0,
1990,Farm Energy Trust,Wyoming,GENESEE FALLS,MEDINA,0,0,0,
1977,Atlas Drilling Co.,Cattaraugus,OTTO,MEDINA,0,0,0,GK
1986,"Templeton Energy,  Inc.",Chautauqua,SHERMAN,MEDINA,0,0,0,GH
1994,"Wells,  Jean",Cattaraugus,ELLICOTTVILLE,MEDINA,0,0,0,
1996,"Mosher, Kenneth",Cattaraugus,DAYTON,MEDINA,0,0,0,
1992,"Oil, Gas & Land Services, Inc.",Chautauqua,ELLERY,ONONDAGA-BASS ISLAND,0,0,1188,GX
1986,"Texas Brine Company, LLC",Wyoming,MIDDLEBURY,,0,0,0,
1995,"Lenape Resources, Inc.",Livingston,CALEDONIA,MEDINA,1,0,0,GI
1995,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,RIPLEY,MEDINA,0,0,0,
1972,Consolidated Gas Supply Corp.,Madison,LEBANON,HERKIMER-ONEIDA,0,0,0,GX
1973,"Minderler, Lawrence J",Cattaraugus,ALLEGANY,BRADFORD,0,0,360,OA
1992,"Lyndon Oil Co.,Inc.",Cattaraugus,CARROLLTON,BRADFORD,0,0,3140,OA
1987,"Buffalo Block Company, Inc.",Erie,BUFFALO,MEDINA,0,0,0,
1989,Akron Gas Partnership,Erie,NEWSTEAD,MEDINA,0,0,0,GX
1989,"Frey Well Drilling, Inc.",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1993,"Pan Energy Company, Inc.",Erie,COLDEN,MEDINA,0,0,0,GK
1984,"Leon, Earl W",Allegany,ALFRED,DEVONIAN SHALE,0,0,0,
1997,"Cummings, Donald R.",Wyoming,BENNINGTON,MEDINA,0,0,0,
1997,"Rotunda Estate, Sandy",Chautauqua,POMFRET,MEDINA,0,0,0,
1980,"Taylor, Gilbert M",Allegany,BOLIVAR,RICHBURG,0,0,418,OB
1979,Johnson C.R.& Evinczik J.T.,Chautauqua,BUSTI,GLADE,0,0,214,OB
1999,"Zerkowski, David A. & Carrie A",Erie,WEST SENECA,MEDINA,0,0,0,
1986,Interco Energy Development Corp,Wyoming,ARCADE,MEDINA,0,0,0,GX
1987,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GK
1997,"Dresser Industrial Park, Inc.",Erie,LANCASTER,MEDINA,0,0,0,
1991,"O'Shanter Resources,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GX
1991,Pepsi Cola Buffalo Bottling Corp.,Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1996,"BDH Oil, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK & BRADFORD 2ND,162,0,232,OC
1986,Columbia Gas Transmission Corp.,Chautauqua,POLAND,MEDINA,0,0,0,GH
1982,"Westmin Resources,  Inc.",Wyoming,GENESEE FALLS,WHIRLPOOL,0,0,0,
1990,Cabot Oil & Gas Corp.,Chautauqua,SHERMAN,MEDINA,0,0,0,"GC,GX"
1974,"Hanover Gas & Oil, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,
1977,A. J. Lease Account,Cattaraugus,OLEAN,BRADFORD,0,0,3784,OC
1986,Jos J Bucher Producing Co.,Allegany,BOLIVAR,RICHBURG,0,0,25,OB
1997,Estate of James Robert Wells,Allegany,ALMA,RICHBURG,0,0,373,OD
1999,"GFS Energy, Inc.",Wyoming,PERRY,MEDINA,0,0,0,"GK,GP"
1991,"Ebenezer Oil Co., Inc.",Allegany,WELLSVILLE,PENNY & FULMER VALLEY,10,0,0,OB
1971,"Conkling, Robert A.",Cattaraugus,ALLEGANY,,0,0,250,OB
1967,Larson Emil G.,Chautauqua,BUSTI,GLADE,0,0,18307,OB
1998,"Masterson, Michael",Erie,AURORA,MEDINA,0,0,0,
1999,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,MEDINA,0,0,0,GN
1994,Seneca Resources Corporation,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1973,"Haywood, Henry G",Chemung,VAN ETTEN,ORISKANY,0,0,0,
1989,"Iliohan, Jay H",Erie,EVANS,MEDINA,0,0,0,GX
1999,"Jim Murphy Buick GMC, Inc.",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1996,Seneca Resources Corporation,Chautauqua,HARMONY,MEDINA,0,0,0,GK
1980,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,MEDINA,0,0,0,
1993,New York Gas & Oil Drilling Co,Erie,ALDEN,MEDINA,0,0,0,GR
1992,Arlington Exploration Co.,Steuben,BATH,ONONDAGA,0,0,0,"GH,GK"
1973,"C.E. Bailey,Et al",Chautauqua,BUSTI,GLADE,0,0,147,OB
1967,Consolidated Gas Supply Corp.,Madison,LEBANON,QUEENSTON,0,0,0,GX
1973,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,454,OB
1980,Hunt Oil Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,0,
1982,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,0,0,0,
1996,"Eclipse Energy Company, LLC",Erie,EDEN,MEDINA,0,0,0,GK
1995,Springville-Griffith Institute Central School Dist,Erie,CONCORD,MEDINA,0,0,0,
1998,"Evinczik, Paul M.",Chautauqua,BUSTI,GLADE,0,0,0,
1998,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,MEDINA,0,0,0,
1988,"Iantorno, Rubens",Allegany,BOLIVAR,RICHBURG,0,0,82,OB
1982,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,MEDINA,0,0,0,GH
1995,"Weil Resources, Inc.",Erie,WALES,MEDINA,0,0,0,GK
1979,"Sager, Howard & Judith",Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1988,Tipperary Oil & Gas Corp.,Oswego,WILLIAMSTOWN,TRENTON,0,0,0,
1988,"J M Resources, Inc.",Allegany,BOLIVAR,RICHBURG,0,0,242,OB
1995,"Lenape Resources, Inc.",Chautauqua,KIANTONE,MEDINA,0,0,0,GK
1974,"Stevenson, Scott R Jr",Cattaraugus,CARROLLTON,BRADFORD,0,0,530,OA
1987,Quaker State Corp.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,25900,OB
1989,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,0,0,0,
1997,Lenco Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1983,"Envirogas, Inc.",Chautauqua,SHERMAN,MEDINA,0,0,0,
1992,Vineyard Oil & Gas Company,Chautauqua,NORTH HARMONY,MEDINA,0,0,0,GH
1989,Eastern Minerals Associates,Erie,ORCHARD PARK,MEDINA,0,0,0,"GK,GX"
1990,"Shawnee Exploration,  Inc.",Erie,EVANS,MEDINA,0,0,0,
1984,"North Harmony Ventures, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,0,0,GK
1981,"Pero Farms, Inc.",Erie,BRANT,MEDINA,0,0,0,
1980,New York Natural Gas Co.,Chautauqua,RIPLEY,MEDINA,0,0,0,
1992,"Southwell, Russell  W",Chautauqua,BUSTI,GLADE,0,0,1650,"OA,OB"
1984,"Park-Ohio Energy,  Inc.",Steuben,TUSCARORA,ORISKANY,0,0,0,
1990,Chautauqua Energy 1989-2 Joint Venture,Chautauqua,WESTFIELD,MEDINA,0,0,0,GX
1983,"McKee, Robert S",Allegany,BOLIVAR,RICHBURG,0,0,90,
1995,CNG Transmission Corp.,Seneca,WATERLOO,NIAGARA,0,0,0,
1983,Gypsum Energy Management Co.,Wyoming,BENNINGTON,MEDINA,0,0,0,
1986,Oilmark & Co.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1982,"Allen, Lillian B",Allegany,WILLING,RICHBURG,0,0,52,OB
1986,White & Jackson,Allegany,WILLING,FULMER VALLEY,0,0,0,
1981,"Meeder, William H",Wyoming,MIDDLEBURY,,0,0,0,
1990,National Fuel Gas Supply Corp.,Cattaraugus,PERRYSBURG,MEDINA,0,0,0,GK
1993,"Weil Resources, Inc.",Erie,ALDEN,MEDINA,0,0,0,GK
1993,Altec Specialty Steel Corp.,Chautauqua,DUNKIRK,MEDINA,0,0,0,
1999,"Henry W. Agle and Sons, Inc.",Erie,EDEN,MEDINA,0,0,0,
1988,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1977,Conklin Oil,Allegany,BOLIVAR,RICHBURG,0,0,207,OB
